County Name_x,State Name_x,year,county,state,mortality_average,mortality_min,mortality_max,State Name_y,County Name_y,Max,Min,Mean,Median,Std
Clark  ,Indiana,2005,clark,indiana,65.49,62.29,68.67,Indiana,Clark,0.070765,0.005706,0.034746985645933016,0.035647,0.012390934493410298
Delaware  ,Indiana,2005,delaware,indiana,68.52,65.33,71.93,Indiana,Delaware,0.076,0.013471,0.040444643749999995,0.03975,0.011818636603331026
Elkhart  ,Indiana,2005,elkhart,indiana,50.95,48.3,53.69,Indiana,Elkhart,0.072471,0.003,0.039251190217391305,0.039793999999999996,0.012130549512134716
Floyd  ,Indiana,2005,floyd,indiana,63.37,60.02,66.88,Indiana,Floyd,0.065647,0.003,0.030965347619047616,0.0308235,0.01236902698180698
Greene  ,Indiana,2005,greene,indiana,59.62,55.65,63.26,Indiana,Greene,0.065588,0.019118,0.042473586956521744,0.0413235,0.010881551605201325
Hamilton  ,Indiana,2005,hamilton,indiana,46.44,43.78,49.38,Indiana,Hamilton,0.070647,0.012529,0.03962045108695652,0.0385885,0.01124167401375232
Hancock  ,Indiana,2005,hancock,indiana,59.24,55.65,62.91,Indiana,Hancock,0.062118,0.012765,0.03895529508196721,0.038471,0.010908803955870376
Hendricks  ,Indiana,2005,hendricks,indiana,58.99,55.69,62.52,Indiana,Hendricks,0.064941,0.010353,0.03682455434782609,0.036412,0.011031311859488531
Huntington  ,Indiana,2005,huntington,indiana,62.56,58.44,66.79,Indiana,Huntington,0.070529,0.014706,0.038312826589595374,0.037529,0.010525144126173796
Jackson  ,Indiana,2005,jackson,indiana,61.43,57.4,65.72,Indiana,Jackson,0.066529,0.016,0.03851473369565218,0.038706,0.0093656818784813
Johnson  ,Indiana,2005,johnson,indiana,73.94,70.44,77.77,Indiana,Johnson,0.068647,0.013471,0.04072645108695652,0.0404115,0.01130589965570705
Knox  ,Indiana,2005,knox,indiana,72.72,68.86,77.0,Indiana,Knox,0.069167,0.000176,0.02967920281690141,0.028824,0.013774286849114449
LaPorte  ,Indiana,2005,laporte,indiana,54.67,51.88,57.83,Indiana,LaPorte,0.071,0.003,0.03813918926553672,0.0383935,0.012719306742372798
Lake  ,Indiana,2005,lake,indiana,49.48,47.36,51.97,Indiana,Lake,0.074647,0.0052,0.036568318840579705,0.036147,0.012349458277859614
Madison  ,Indiana,2005,madison,indiana,59.18,56.22,62.28,Indiana,Madison,0.067588,0.014059,0.039823548913043474,0.0383825,0.011108242088809794
Marion  ,Indiana,2005,marion,indiana,67.44,65.01,70.37,Indiana,Marion,0.066882,0.0075,0.036757001358695654,0.0363825,0.01140492104784075
Morgan  ,Indiana,2005,morgan,indiana,77.21,73.07,81.57,Indiana,Morgan,0.068882,0.013647,0.04044655434782609,0.039147,0.011755170161553799
Perry  ,Indiana,2005,perry,indiana,48.61,44.42,52.62,Indiana,Perry,0.074353,0.010882,0.0471138804347826,0.048059,0.012135712450658987
Porter  ,Indiana,2005,porter,indiana,50.28,47.61,53.08,Indiana,Porter,0.074882,0.003,0.036407934782608696,0.0362055,0.011855365882973347
Posey  ,Indiana,2005,posey,indiana,53.63,49.67,57.56,Indiana,Posey,0.069471,0.0055,0.03689292777777778,0.0376765,0.011457355006429635
Shelby  ,Indiana,2005,shelby,indiana,66.78,62.36,70.88,Indiana,Shelby,0.068529,0.0105,0.03906749456521739,0.0381765,0.011388223387494097
Vanderburgh  ,Indiana,2005,vanderburgh,indiana,60.16,57.1,63.31,Indiana,Vanderburgh,0.074714,0.007588,0.03467292520775623,0.034941,0.010810935208669844
Vigo  ,Indiana,2005,vigo,indiana,67.83,64.53,71.47,Indiana,Vigo,0.062471,0.0035,0.03231415342465753,0.031412,0.010878618659459233
Wabash  ,Indiana,2005,wabash,indiana,55.83,52.26,59.38,Indiana,Wabash,0.065118,0.002294,0.03287784022038567,0.032588,0.013644293511683314
Warrick  ,Indiana,2005,warrick,indiana,52.62,49.47,56.02,Indiana,Warrick,0.070706,0.012647,0.036287350674373796,0.037,0.010287844113619425
Bremer  ,Iowa,2005,bremer,iowa,30.76,27.89,33.77,Iowa,Bremer,0.064143,0.013,0.0360418,0.0359115,0.011046302345015161
Clinton  ,Iowa,2005,clinton,iowa,45.51,42.71,48.23,Iowa,Clinton,0.073706,0.007118,0.03364419534883721,0.033235,0.012162971198390446
Harrison  ,Iowa,2005,harrison,iowa,59.0,54.94,62.97,Iowa,Harrison,0.068471,0.011294,0.0392866,0.038412,0.012695069555782994
Linn  ,Iowa,2005,linn,iowa,53.17,50.61,55.89,Iowa,Linn,0.063824,0.009353,0.034027929906542055,0.033412,0.011372040340793718
Montgomery  ,Iowa,2005,montgomery,iowa,64.02,59.27,68.75,Iowa,Montgomery,0.058588,0.003294,0.029221853658536585,0.027471,0.012995555821731291
Palo Alto  ,Iowa,2005,palo alto,iowa,48.86,44.75,52.95,Iowa,Palo Alto,0.056824,0.006588,0.03220541860465116,0.032765,0.009978799121540795
Polk  ,Iowa,2005,polk,iowa,53.26,50.97,56.12,Iowa,Polk,0.062176,0.0005,0.03133909433962264,0.0307355,0.012474011662188067
Scott  ,Iowa,2005,scott,iowa,58.98,56.08,62.01,Iowa,Scott,0.069941,0.010765,0.036616448837209305,0.036265000000000006,0.011529201089340423
Story  ,Iowa,2005,story,iowa,34.35,31.91,36.9,Iowa,Story,0.057765,0.003118,0.03007633953488372,0.030471,0.010317871121391044
Van Buren  ,Iowa,2005,van buren,iowa,42.53,38.39,46.77,Iowa,Van Buren,0.066235,0.007706,0.03509420930232558,0.035882,0.012079121960411388
Warren  ,Iowa,2005,warren,iowa,53.46,49.91,57.15,Iowa,Warren,0.064235,0.007471,0.03422786666666667,0.0332645,0.012193313021156225
Douglas  ,Kansas,2005,douglas,kansas,47.28,44.29,50.75,Kansas,Douglas,0.064,0.001353,0.028205444444444443,0.027706,0.012135986173279002
Johnson  ,Kansas,2005,johnson,kansas,38.63,36.58,40.9,Kansas,Johnson,0.072,0.000353,0.03273905027932961,0.03235300000000001,0.013762665916090284
Leavenworth  ,Kansas,2005,leavenworth,kansas,58.44,54.96,62.23,Kansas,Leavenworth,0.067647,0.002412,0.031033782967032963,0.0315,0.013459488255047192
Linn  ,Kansas,2005,linn,kansas,49.26,44.58,53.96,Kansas,Linn,0.062412,0.002765,0.03169225141242938,0.031529,0.011898612089966253
Riley  ,Kansas,2005,riley,kansas,47.07,43.44,50.49,Kansas,Riley,0.073882,0.003294,0.037374753424657535,0.037118,0.013195234944317472
Sedgwick  ,Kansas,2005,sedgwick,kansas,62.77,60.2,65.7,Kansas,Sedgwick,0.071706,0.000824,0.028433879999999998,0.026029499999999997,0.015014477379177833
Sumner  ,Kansas,2005,sumner,kansas,54.86,51.22,58.66,Kansas,Sumner,0.066647,0.0,0.031083275568181815,0.0332355,0.015996813220768135
Trego  ,Kansas,2005,trego,kansas,53.18,46.64,59.79,Kansas,Trego,0.066231,0.0,0.035840395894428154,0.034882,0.011680854987536885
Wyandotte  ,Kansas,2005,wyandotte,kansas,61.75,58.87,65.36,Kansas,Wyandotte,0.064294,0.0,0.02530894459833795,0.024,0.014074658921749713
Bell  ,Kentucky,2005,bell,kentucky,80.83,75.69,86.23,Kentucky,Bell,0.060353,0.003176,0.03175115420560748,0.032558500000000004,0.010256715561175985
Boone  ,Kentucky,2005,boone,kentucky,56.88,53.76,60.2,Kentucky,Boone,0.056647,0.001882,0.03181537872340425,0.031941,0.011784813768983826
Boyd  ,Kentucky,2005,boyd,kentucky,64.79,60.9,68.55,Kentucky,Boyd,0.063118,0.007706,0.034811105691056915,0.035941,0.011047161416779224
Bullitt  ,Kentucky,2005,bullitt,kentucky,71.03,67.09,75.1,Kentucky,Bullitt,0.059647,0.001824,0.028357454545454547,0.029206000000000003,0.011774636990114076
Campbell  ,Kentucky,2005,campbell,kentucky,53.54,50.51,56.46,Kentucky,Campbell,0.074471,0.004706,0.03685783333333333,0.036264500000000005,0.014099981472294482
Carter  ,Kentucky,2005,carter,kentucky,76.97,72.62,81.67,Kentucky,Carter,0.058647,0.001529,0.031374200819672134,0.0316175,0.01111117215004712
Christian  ,Kentucky,2005,christian,kentucky,73.99,70.2,78.09,Kentucky,Christian,0.071765,0.008118,0.042944779591836735,0.043824,0.012994997843763493
Daviess  ,Kentucky,2005,daviess,kentucky,55.5,52.57,58.42,Kentucky,Daviess,0.067882,0.006059,0.038850205,0.040971,0.011987638733503773
Edmonson  ,Kentucky,2005,edmonson,kentucky,61.49,56.48,66.6,Kentucky,Edmonson,0.068353,0.004176,0.03557092328767123,0.035118,0.013734521734658736
Fayette  ,Kentucky,2005,fayette,kentucky,50.7,48.32,53.44,Kentucky,Fayette,0.069118,0.001692,0.03162542276422765,0.031588000000000005,0.012572506584319602
Greenup  ,Kentucky,2005,greenup,kentucky,70.2,66.11,74.52,Kentucky,Greenup,0.055941,0.001765,0.029622768292682924,0.029824,0.010882490108162553
Hancock  ,Kentucky,2005,hancock,kentucky,54.58,48.99,60.84,Kentucky,Hancock,0.061176,0.007882,0.033624154471544716,0.0344705,0.009661898545450145
Hardin  ,Kentucky,2005,hardin,kentucky,59.89,56.72,63.05,Kentucky,Hardin,0.068059,0.003118,0.03394990243902439,0.034147,0.012008081020144775
Henderson  ,Kentucky,2005,henderson,kentucky,64.93,61.13,68.84,Kentucky,Henderson,0.064647,0.006118,0.03288940650406504,0.033603,0.010677211879311595
Jefferson  ,Kentucky,2005,jefferson,kentucky,63.15,60.69,65.75,Kentucky,Jefferson,0.071059,0.001824,0.030660368563685633,0.031235,0.012794639847716262
Jessamine  ,Kentucky,2005,jessamine,kentucky,59.31,55.5,63.28,Kentucky,Jessamine,0.070706,0.003765,0.03644382520325203,0.0376765,0.013004803271740344
Kenton  ,Kentucky,2005,kenton,kentucky,62.72,59.66,66.2,Kentucky,Kenton,0.065882,0.001176,0.031574606557377045,0.0322645,0.013304430769164065
Livingston  ,Kentucky,2005,livingston,kentucky,69.07,63.9,74.82,Kentucky,Livingston,0.059529,0.007529,0.03405651271186441,0.034118,0.010401338604720574
McCracken  ,Kentucky,2005,mccracken,kentucky,61.05,57.71,64.52,Kentucky,McCracken,0.065353,0.008176,0.03407096341463414,0.034441,0.010998995545358643
McLean  ,Kentucky,2005,mclean,kentucky,60.83,55.01,66.65,Kentucky,McLean,0.063588,0.003353,0.03703273553719008,0.037353,0.0120735490849432
Morgan  ,Kentucky,2005,morgan,kentucky,77.17,71.93,82.69,Kentucky,Morgan,0.077941,0.002941,0.03810707417582417,0.037176,0.014851271477878061
Ohio  ,Kentucky,2005,ohio,kentucky,56.26,51.72,60.6,Kentucky,Ohio,0.063647,0.007941,0.03429147058823529,0.0339115,0.01043994689336407
Oldham  ,Kentucky,2005,oldham,kentucky,53.11,49.42,57.09,Kentucky,Oldham,0.073294,0.007471,0.03953217073170732,0.039971,0.01404630916048612
Perry  ,Kentucky,2005,perry,kentucky,107.9,101.34,114.53,Kentucky,Perry,0.050765,0.006059,0.02800089430894309,0.028853,0.008903968932333911
Pike  ,Kentucky,2005,pike,kentucky,95.3,89.93,100.26,Kentucky,Pike,0.048882,0.003647,0.024567686991869918,0.025147000000000003,0.00905705070906219
Pulaski  ,Kentucky,2005,pulaski,kentucky,69.85,66.32,73.66,Kentucky,Pulaski,0.055882,0.001588,0.033291081967213115,0.033647,0.010507188781592309
Simpson  ,Kentucky,2005,simpson,kentucky,51.74,47.44,56.11,Kentucky,Simpson,0.063176,0.008706,0.034228878048780484,0.0344415,0.010183072482159
Trigg  ,Kentucky,2005,trigg,kentucky,62.39,57.57,67.28,Kentucky,Trigg,0.069882,0.003176,0.037011671821305846,0.037323499999999996,0.012777350992521462
Warren  ,Kentucky,2005,warren,kentucky,56.96,53.71,60.63,Kentucky,Warren,0.056353,0.008353,0.031780290456431534,0.031941,0.00913375833325381
Washington  ,Kentucky,2005,washington,kentucky,50.54,45.89,55.42,Kentucky,Washington,0.077824,0.002529,0.03681521549295774,0.035941,0.015471538886447304
Ascension  ,Louisiana,2005,ascension,louisiana,47.78,44.54,51.19,Louisiana,Ascension,0.056765,0.003571,0.026959184357541903,0.0265045,0.00981037374198933
Beauregard  ,Louisiana,2005,beauregard,louisiana,52.28,48.29,56.45,Louisiana,Beauregard,0.055471,0.006235,0.030926978082191782,0.030294,0.00964392958099833
Bossier  ,Louisiana,2005,bossier,louisiana,63.17,59.94,66.69,Louisiana,Bossier,0.073,0.003471,0.031022350684931504,0.03,0.012137545154238882
Caddo  ,Louisiana,2005,caddo,louisiana,54.69,52.35,57.35,Louisiana,Caddo,0.060824,0.007412,0.03346258873239437,0.033471,0.010823633023637733
Calcasieu  ,Louisiana,2005,calcasieu,louisiana,55.22,52.27,58.52,Louisiana,Calcasieu,0.070231,0.0,0.029415312438785503,0.028353,0.011301137690053215
East Baton Rouge  ,Louisiana,2005,east baton rouge,louisiana,41.03,39.07,43.43,Louisiana,East Baton Rouge,0.074412,0.001765,0.029464502432244615,0.028765,0.011440160568372274
Grant  ,Louisiana,2005,grant,louisiana,72.43,67.37,77.67,Louisiana,Grant,0.063,0.005529,0.03309770089285714,0.033529500000000004,0.01182648655090908
Iberville  ,Louisiana,2005,iberville,louisiana,72.87,68.33,77.45,Louisiana,Iberville,0.072583,0.004647,0.030154463255813956,0.029647,0.010979456333669684
Jefferson  ,Louisiana,2005,jefferson,louisiana,44.3,42.17,46.99,Louisiana,Jefferson,0.062059,0.004706,0.0337399683908046,0.032882499999999995,0.011982832488907256
Lafayette  ,Louisiana,2005,lafayette,louisiana,40.64,38.29,43.13,Louisiana,Lafayette,0.068471,0.0035,0.03364012237762237,0.032765,0.012931483787092966
Lafourche  ,Louisiana,2005,lafourche,louisiana,37.18,34.32,39.98,Louisiana,Lafourche,0.063529,0.005118,0.02984171191135734,0.028882,0.010626965645631923
Livingston  ,Louisiana,2005,livingston,louisiana,65.83,62.41,69.44,Louisiana,Livingston,0.055471,0.003176,0.028624459833795014,0.028235,0.009145054604306268
Orleans  ,Louisiana,2005,orleans,louisiana,36.41,34.46,38.6,Louisiana,Orleans,0.058235,0.001235,0.02567106666666667,0.0251765,0.011357375776608865
Ouachita  ,Louisiana,2005,ouachita,louisiana,61.93,58.92,65.04,Louisiana,Ouachita,0.066692,0.003647,0.032584049315068496,0.031294,0.012171991383697817
Pointe Coupee  ,Louisiana,2005,pointe coupee,louisiana,36.08,32.63,39.52,Louisiana,Pointe Coupee,0.072882,0.005941,0.03172445230769231,0.030882,0.01125761244237921
West Baton Rouge  ,Louisiana,2005,west baton rouge,louisiana,50.05,45.74,54.41,Louisiana,West Baton Rouge,0.067471,0.0045,0.028158074175824176,0.0280295,0.010608432591945128
Androscoggin  ,Maine,2005,androscoggin,maine,64.32,61.08,67.82,Maine,Androscoggin,0.062,0.006824,0.023603056338028172,0.0216765,0.009524120853137696
Aroostook  ,Maine,2005,aroostook,maine,55.53,52.32,59.1,Maine,Aroostook,0.058647,0.008765,0.030049138121546963,0.029765,0.009153447627295096
Cumberland  ,Maine,2005,cumberland,maine,48.17,45.88,51.07,Maine,Cumberland,0.070765,0.000412,0.02525524725274725,0.024588,0.011742311883211376
Hancock  ,Maine,2005,hancock,maine,46.51,43.67,49.78,Maine,Hancock,0.076118,0.007412,0.035418711354309164,0.034588,0.011180310609311305
Kennebec  ,Maine,2005,kennebec,maine,58.91,55.95,62.04,Maine,Kennebec,0.071529,0.007588,0.030417010869565216,0.028941,0.010723123959113049
Knox  ,Maine,2005,knox,maine,44.1,41.02,47.46,Maine,Knox,0.082412,0.01,0.03464206060606061,0.033706,0.011046370104984915
Oxford  ,Maine,2005,oxford,maine,68.26,64.24,72.51,Maine,Oxford,0.056647,0.006471,0.025447190217391304,0.023794000000000003,0.010608088429732222
Penobscot  ,Maine,2005,penobscot,maine,60.51,57.32,63.77,Maine,Penobscot,0.066412,0.005176,0.030635943119266054,0.030059,0.010383733331305054
Sagadahoc  ,Maine,2005,sagadahoc,maine,58.68,54.34,62.92,Maine,Sagadahoc,0.074765,0.008941,0.03166066323024055,0.029471,0.011083160961566347
Washington  ,Maine,2005,washington,maine,62.77,58.81,66.9,Maine,Washington,0.075588,0.008412,0.030435125,0.03,0.009862706370698561
York  ,Maine,2005,york,maine,48.73,46.17,51.7,Maine,York,0.071765,0.006471,0.03283554083204931,0.031765,0.01131264046261394
Anne Arundel  ,Maryland,2005,anne arundel,maryland,44.76,42.69,47.05,Maryland,Anne Arundel,0.072588,0.001647,0.03225,0.032411999999999996,0.013526667138887387
Baltimore  ,Maryland,2005,baltimore,maryland,39.24,37.59,41.18,Maryland,Baltimore,0.084471,0.000471,0.030354585567010307,0.031059,0.01409701133290455
Calvert  ,Maryland,2005,calvert,maryland,50.08,47.04,53.39,Maryland,Calvert,0.068235,0.0,0.03414895918367347,0.0345585,0.013909717353701473
Carroll  ,Maryland,2005,carroll,maryland,50.86,47.97,53.9,Maryland,Carroll,0.065235,0.001059,0.036103688372093025,0.036765,0.012668175811948382
Cecil  ,Maryland,2005,cecil,maryland,62.98,59.72,66.51,Maryland,Cecil,0.077882,0.0,0.036026528037383175,0.0353825,0.015327978103717282
Charles  ,Maryland,2005,charles,maryland,47.25,44.39,50.27,Maryland,Charles,0.069529,0.000882,0.03341528037383178,0.0339705,0.013281394156056555
Dorchester  ,Maryland,2005,dorchester,maryland,45.0,41.66,48.62,Maryland,Dorchester,0.076882,0.001824,0.03582507242339833,0.035765,0.014597117387247614
Frederick  ,Maryland,2005,frederick,maryland,42.35,40.22,44.92,Maryland,Frederick,0.065588,0.005,0.03214905365853659,0.033,0.011776483658747795
Garrett  ,Maryland,2005,garrett,maryland,53.91,50.28,57.84,Maryland,Garrett,0.067235,0.002941,0.034956316526610645,0.034529,0.012620215014821095
Harford  ,Maryland,2005,harford,maryland,43.09,40.75,45.8,Maryland,Harford,0.078647,0.000647,0.03653656643356643,0.036765,0.01412109244332355
Kent  ,Maryland,2005,kent,maryland,43.61,40.05,46.87,Maryland,Kent,0.066765,0.000353,0.034429995305164315,0.034118,0.01291840171984371
Montgomery  ,Maryland,2005,montgomery,maryland,26.28,24.96,27.91,Maryland,Montgomery,0.060706,0.001118,0.024934757731958763,0.023941,0.014054032403403813
Prince George's  ,Maryland,2005,prince george's,maryland,26.28,24.96,27.91,Maryland,Prince George's,0.068588,0.0,0.026798365921787706,0.027264499999999997,0.014180148386794423
Washington  ,Maryland,2005,washington,maryland,54.54,51.74,57.53,Maryland,Washington,0.066706,0.003294,0.03741551627906976,0.038529,0.013599300422787184
Barnstable  ,Massachusetts,2005,barnstable,massachusetts,36.45,34.52,38.66,Massachusetts,Barnstable,0.081647,0.017176,0.04277182608695652,0.0424705,0.012424440397604737
Berkshire  ,Massachusetts,2005,berkshire,massachusetts,49.15,46.62,51.85,Massachusetts,Berkshire,0.084941,0.022353,0.04435294339622642,0.043059,0.012549338695696572
Bristol  ,Massachusetts,2005,bristol,massachusetts,42.14,40.32,44.11,Massachusetts,Bristol,0.070176,0.011882,0.037816127071823205,0.037294,0.011886069951389251
Dukes  ,Massachusetts,2005,dukes,massachusetts,36.02,32.07,39.68,Massachusetts,Dukes,0.08975,0.015941,0.04223015555555556,0.0410835,0.012488607000081427
Essex  ,Massachusetts,2005,essex,massachusetts,38.06,36.18,40.21,Massachusetts,Essex,0.087235,0.005412,0.03262135061391541,0.031941,0.012099558014716577
Hampden  ,Massachusetts,2005,hampden,massachusetts,44.29,42.27,46.59,Massachusetts,Hampden,0.076059,0.002176,0.030992587392550144,0.030882,0.013943229211780699
Hampshire  ,Massachusetts,2005,hampshire,massachusetts,41.49,39.03,44.03,Massachusetts,Hampshire,0.080529,0.006882,0.035777166666666665,0.034941,0.013091202916094178
Middlesex  ,Massachusetts,2005,middlesex,massachusetts,35.76,34.23,37.74,Massachusetts,Middlesex,0.079529,0.000529,0.029531045652173914,0.0278475,0.013209146640723044
Norfolk  ,Massachusetts,2005,norfolk,massachusetts,35.0,33.24,36.91,Massachusetts,Norfolk,0.088,0.012059,0.040560407608695656,0.039353,0.013007366513627288
Suffolk  ,Massachusetts,2005,suffolk,massachusetts,37.76,35.95,39.77,Massachusetts,Suffolk,0.080706,0.0,0.02564777247706422,0.024412,0.014063582200697849
Worcester  ,Massachusetts,2005,worcester,massachusetts,46.44,44.47,48.72,Massachusetts,Worcester,0.083941,0.012176,0.039828416666666665,0.039235500000000006,0.012883410205088163
Allegan  ,Michigan,2005,allegan,michigan,49.19,46.47,52.12,Michigan,Allegan,0.093412,0.016176,0.043012743169398904,0.041235,0.014370355818342262
Benzie  ,Michigan,2005,benzie,michigan,49.53,45.86,53.37,Michigan,Benzie,0.079118,0.014882,0.03975029120879121,0.0395,0.01496789320522854
Berrien  ,Michigan,2005,berrien,michigan,47.56,45.16,50.26,Michigan,Berrien,0.073294,0.006,0.04137958695652174,0.041147,0.012606496744860946
Cass  ,Michigan,2005,cass,michigan,54.8,51.45,58.25,Michigan,Cass,0.081,0.015412,0.04466180978260869,0.045235,0.011680536472526594
Clinton  ,Michigan,2005,clinton,michigan,39.5,36.64,42.41,Michigan,Clinton,0.068059,0.012412,0.03686083695652174,0.0360295,0.012151849942393624
Genesee  ,Michigan,2005,genesee,michigan,56.68,54.27,59.68,Michigan,Genesee,0.0752,0.011333,0.036936562310030396,0.036,0.012962195210445535
Huron  ,Michigan,2005,huron,michigan,40.37,37.47,43.48,Michigan,Huron,0.071059,0.015294,0.037130121546961325,0.035471,0.011926472328705019
Ingham  ,Michigan,2005,ingham,michigan,46.93,44.47,49.78,Michigan,Ingham,0.074765,0.008471,0.03911616022099448,0.038412,0.013209987429625102
Kalamazoo  ,Michigan,2005,kalamazoo,michigan,49.05,46.67,51.57,Michigan,Kalamazoo,0.063824,0.012,0.0371351912568306,0.036882,0.010943495568848995
Kent  ,Michigan,2005,kent,michigan,41.46,39.42,43.91,Michigan,Kent,0.082,0.009,0.03621786920980926,0.034412,0.013171005983267281
Leelanau  ,Michigan,2005,leelanau,michigan,34.35,31.44,37.25,Michigan,Leelanau,0.079412,0.011143,0.035955434065934065,0.033941,0.014033856032539219
Lenawee  ,Michigan,2005,lenawee,michigan,61.55,58.32,65.1,Michigan,Lenawee,0.080941,0.016882,0.04017825543478261,0.0399705,0.01150356826299523
Macomb  ,Michigan,2005,macomb,michigan,43.82,42.08,45.94,Michigan,Macomb,0.096,0.011706,0.03716507967032967,0.0357355,0.013094952112277323
Mason  ,Michigan,2005,mason,michigan,51.95,48.5,55.52,Michigan,Mason,0.081941,0.013706,0.03747255494505494,0.036765000000000006,0.014650668934051998
Missaukee  ,Michigan,2005,missaukee,michigan,53.1,48.83,57.32,Michigan,Missaukee,0.074118,0.010118,0.03568337912087912,0.0342055,0.01271288172139201
Muskegon  ,Michigan,2005,muskegon,michigan,53.78,51.1,56.86,Michigan,Muskegon,0.090882,0.013412,0.03756279775280899,0.0360295,0.01441645958338305
Oakland  ,Michigan,2005,oakland,michigan,39.37,37.63,41.37,Michigan,Oakland,0.0702,0.010941,0.034402076923076924,0.0329415,0.012400406092736172
Ottawa  ,Michigan,2005,ottawa,michigan,31.52,29.7,33.83,Michigan,Ottawa,0.080765,0.014471,0.03858477595628415,0.037176,0.012890097203321123
Schoolcraft  ,Michigan,2005,schoolcraft,michigan,48.71,43.87,53.48,Michigan,Schoolcraft,0.079941,0.010529,0.03411606647398844,0.0326765,0.012452507048372675
Tuscola  ,Michigan,2005,tuscola,michigan,53.38,50.11,56.69,Michigan,Tuscola,0.074882,0.006,0.03396942307692308,0.033059000000000005,0.012365811127005666
Washtenaw  ,Michigan,2005,washtenaw,michigan,36.52,34.64,38.83,Michigan,Washtenaw,0.081471,0.001941,0.03290160302457467,0.032588,0.0134208512495507
Wayne  ,Michigan,2005,wayne,michigan,43.76,42.15,45.8,Michigan,Wayne,0.075529,0.0,0.028728125,0.029147,0.01403161935418266
Wexford  ,Michigan,2005,wexford,michigan,62.11,58.01,66.46,Michigan,Wexford,0.069412,0.007412,0.03325439265536723,0.0323825,0.012504936690027226
Anoka  ,Minnesota,2005,anoka,minnesota,46.04,43.57,48.74,Minnesota,Anoka,0.068471,0.000545,0.029629304189435334,0.028824,0.013135799420808893
Becker  ,Minnesota,2005,becker,minnesota,44.17,40.99,47.81,Minnesota,Becker,0.063706,0.011294,0.03686870652173913,0.035647,0.010979541249773432
Carlton  ,Minnesota,2005,carlton,minnesota,45.78,42.19,49.27,Minnesota,Carlton,0.060176,0.008235,0.031509048484848486,0.031176,0.011049137056474454
Crow Wing  ,Minnesota,2005,crow wing,minnesota,41.33,38.59,44.38,Minnesota,Crow Wing,0.067882,0.012471,0.0350493,0.0339115,0.0118343939180048
Goodhue  ,Minnesota,2005,goodhue,minnesota,41.4,38.51,44.58,Minnesota,Goodhue,0.066647,0.017176,0.03906858426966292,0.0375,0.011074748674307388
Lake  ,Minnesota,2005,lake,minnesota,42.88,38.7,47.3,Minnesota,Lake,0.068529,0.014118,0.035636108695652174,0.033706,0.011925655026132876
Lyon  ,Minnesota,2005,lyon,minnesota,42.63,39.37,45.93,Minnesota,Lyon,0.071412,0.011353,0.03841012925170068,0.037059,0.010545589048853044
Mille Lacs  ,Minnesota,2005,mille lacs,minnesota,49.35,45.24,53.27,Minnesota,Mille Lacs,0.074412,0.013706,0.03752957608695652,0.036412,0.011083690015773804
Olmsted  ,Minnesota,2005,olmsted,minnesota,36.83,34.43,39.65,Minnesota,Olmsted,0.065294,0.012471,0.03541086956521739,0.033529500000000004,0.011597781946616106
Saint Louis  ,Minnesota,2005,saint louis,minnesota,46.65,44.28,49.12,Minnesota,Saint Louis,0.073412,0.008235,0.03361111839708561,0.031765,0.010728851801419952
Scott  ,Minnesota,2005,scott,minnesota,37.68,34.96,40.59,Minnesota,Scott,0.063412,0.005824,0.036105125,0.035235,0.011410389904432485
Stearns  ,Minnesota,2005,stearns,minnesota,35.28,32.96,37.73,Minnesota,Stearns,0.060529,0.010059,0.03211357065217391,0.030441500000000003,0.010192775774245797
Washington  ,Minnesota,2005,washington,minnesota,41.0,38.45,43.98,Minnesota,Washington,0.064176,0.0071,0.03631957608695652,0.034617499999999995,0.011040890052061925
Wright  ,Minnesota,2005,wright,minnesota,41.18,38.46,44.22,Minnesota,Wright,0.065706,0.010471,0.03746007608695652,0.036294,0.011028107648691094
Adams  ,Mississippi,2005,adams,mississippi,52.77,48.65,56.53,Mississippi,Adams,0.065353,0.015154,0.035220832653061224,0.034647,0.010032567118348894
Bolivar  ,Mississippi,2005,bolivar,mississippi,53.58,49.78,57.64,Mississippi,Bolivar,0.060588,0.014941,0.03852732113821138,0.038647,0.010011966135198804
DeSoto  ,Mississippi,2005,desoto,mississippi,56.1,53.08,59.12,Mississippi,DeSoto,0.069235,0.011,0.03901037959183674,0.039471,0.012011340898463004
Hancock  ,Mississippi,2005,hancock,mississippi,69.1,65.53,72.98,Mississippi,Hancock,0.062941,0.008059,0.03244540996168582,0.031471,0.011000808719071184
Harrison  ,Mississippi,2005,harrison,mississippi,56.3,53.48,59.24,Mississippi,Harrison,0.072706,0.004412,0.03612933039647578,0.035618,0.011854387188584085
Hinds  ,Mississippi,2005,hinds,mississippi,42.46,40.54,44.83,Mississippi,Hinds,0.057471,0.007353,0.029814272357723576,0.029441500000000002,0.009575696989552383
Jackson  ,Mississippi,2005,jackson,mississippi,61.77,58.81,64.93,Mississippi,Jackson,0.072706,0.008706,0.03353489977728285,0.032765,0.011057308273919406
Lauderdale  ,Mississippi,2005,lauderdale,mississippi,61.36,58.21,64.97,Mississippi,Lauderdale,0.061412,0.0024,0.030019879166666666,0.028735499999999997,0.01119272228871065
Lee  ,Mississippi,2005,lee,mississippi,65.72,62.08,69.25,Mississippi,Lee,0.060353,0.012706,0.03520638617886179,0.035587999999999995,0.009929754510460579
