County Name_x,State Name_x,year,county,state,mortality_average,mortality_min,mortality_max,State Name_y,County Name_y,Max,Min,Mean,Median,Std
Baldwin  ,Alabama,2000,baldwin,alabama,44.2,41.77,46.66,Alabama,Baldwin,0.096588,0.010824,0.0404131652892562,0.0383825,0.01475663487786508
Clay  ,Alabama,2000,clay,alabama,58.73,54.31,63.19,Alabama,Clay,0.069353,0.008529,0.0322822625,0.033,0.011608734251160591
DeKalb  ,Alabama,2000,dekalb,alabama,65.93,62.48,69.57,Alabama,DeKalb,0.072824,0.004353,0.04068265096952908,0.041176,0.015559095250226371
Elmore  ,Alabama,2000,elmore,alabama,65.56,61.84,69.25,Alabama,Elmore,0.077706,0.011,0.04320034979423869,0.044529,0.013758500577669554
Jefferson  ,Alabama,2000,jefferson,alabama,51.82,49.76,54.1,Alabama,Jefferson,0.077833,0.0,0.03251094846382557,0.031471,0.014062518110376955
Lawrence  ,Alabama,2000,lawrence,alabama,63.74,59.81,67.67,Alabama,Lawrence,0.076529,0.012353,0.04285066530612244,0.043824,0.013854834608426951
Madison  ,Alabama,2000,madison,alabama,52.27,49.63,55.0,Alabama,Madison,0.067647,0.001941,0.03070732872928177,0.030088,0.014136038224967132
Mobile  ,Alabama,2000,mobile,alabama,51.69,49.46,54.14,Alabama,Mobile,0.085529,0.0,0.03316676572668113,0.032176,0.013657705629988935
Montgomery  ,Alabama,2000,montgomery,alabama,51.65,48.99,54.52,Alabama,Montgomery,0.066294,0.010118,0.03768509387755102,0.035882,0.01296199256952026
Morgan  ,Alabama,2000,morgan,alabama,57.65,54.65,60.48,Alabama,Morgan,0.068294,0.013471,0.04015651891891892,0.040471,0.012245640331621436
Shelby  ,Alabama,2000,shelby,alabama,52.31,49.54,55.15,Alabama,Shelby,0.079059,0.005059,0.0342789029535865,0.033529,0.014032955130022324
Sumter  ,Alabama,2000,sumter,alabama,40.47,36.77,44.54,Alabama,Sumter,0.075235,0.005818,0.03450414227642276,0.0334705,0.01444541813524703
Cochise  ,Arizona,2000,cochise,arizona,49.97,47.31,52.54,Arizona,Cochise,0.065412,0.021059,0.04309626519337016,0.0420295,0.009015754161687917
Coconino  ,Arizona,2000,coconino,arizona,41.3,38.6,44.11,Arizona,Coconino,0.073471,0.029,0.04764872950819672,0.0466175,0.008479181996961299
Maricopa  ,Arizona,2000,maricopa,arizona,50.02,48.28,51.85,Arizona,Maricopa,0.085059,0.0,0.03604251952492352,0.036,0.015546773044842295
Pima  ,Arizona,2000,pima,arizona,52.59,50.55,54.85,Arizona,Pima,0.067059,0.001,0.03152854807245704,0.031824,0.012950623150981317
Yavapai  ,Arizona,2000,yavapai,arizona,51.63,49.29,53.95,Arizona,Yavapai,0.076294,0.018875,0.05089531355932203,0.049706,0.009037129896142854
Yuma  ,Arizona,2000,yuma,arizona,44.12,42.12,46.26,Arizona,Yuma,0.052824,0.013824,0.03202117032967033,0.032,0.008426814621936628
Clark  ,Arkansas,2000,clark,arkansas,48.28,44.64,52.22,Arkansas,Clark,0.064706,0.001471,0.02833418465909091,0.027706,0.011149997975929858
Crittenden  ,Arkansas,2000,crittenden,arkansas,60.04,56.22,63.84,Arkansas,Crittenden,0.064294,0.001,0.027053161202185795,0.0255885,0.013491199323951899
Montgomery  ,Arkansas,2000,montgomery,arkansas,58.2,53.72,62.75,Arkansas,Montgomery,0.063529,0.006353,0.02932258028169014,0.027529,0.01191812253425086
Newton  ,Arkansas,2000,newton,arkansas,44.31,39.67,49.18,Arkansas,Newton,0.070412,0.012353,0.040181923497267756,0.039088,0.012919568679328456
Pulaski  ,Arkansas,2000,pulaski,arkansas,52.78,50.41,55.38,Arkansas,Pulaski,0.073647,0.000294,0.031001377931034486,0.028824,0.014778720021282896
Alameda  ,California,2000,alameda,california,37.44,35.86,39.13,California,Alameda,0.065235,0.000235,0.020078525767829255,0.019471,0.010086307204906943
Amador  ,California,2000,amador,california,46.8,43.79,49.9,California,Amador,0.074882,0.001529,0.032073319672131145,0.0315295,0.015460816840105278
Butte  ,California,2000,butte,california,61.77,59.22,64.35,California,Butte,0.082706,0.000923,0.03583085501858736,0.036,0.01792593589830014
Calaveras  ,California,2000,calaveras,california,49.55,46.75,52.29,California,Calaveras,0.083588,0.002636,0.0331253115727003,0.029882,0.0171423527399007
Colusa  ,California,2000,colusa,california,55.32,51.14,59.51,California,Colusa,0.049235,0.001765,0.025515226890756304,0.026765,0.009833140460521939
Contra Costa  ,California,2000,contra costa,california,42.08,40.32,43.95,California,Contra Costa,0.061765,0.001538,0.02327413387978142,0.023882,0.011020047911533538
El Dorado  ,California,2000,el dorado,california,48.23,45.72,50.7,California,El Dorado,0.087353,0.008765,0.04186114309906858,0.041059,0.01411119405075204
Fresno  ,California,2000,fresno,california,46.67,44.77,48.68,California,Fresno,0.087882,0.002176,0.03716955070281125,0.037471,0.017779364618639538
Glenn  ,California,2000,glenn,california,62.5,58.47,66.68,California,Glenn,0.057647,0.004412,0.02967435754189944,0.0310295,0.010645609612561705
Imperial  ,California,2000,imperial,california,41.39,38.81,44.27,California,Imperial,0.060118,0.0029,0.029930903276131043,0.030059,0.010908035900484328
Inyo  ,California,2000,inyo,california,56.91,53.37,60.58,California,Inyo,0.071059,0.027824,0.04722085950413223,0.045706,0.010285357953229574
Kern  ,California,2000,kern,california,66.95,64.35,69.59,California,Kern,0.088706,0.000647,0.03732302772902773,0.037118,0.018582403968339482
Kings  ,California,2000,kings,california,57.55,54.71,60.7,California,Kings,0.080941,0.001471,0.03796093663911846,0.039765,0.01963094183094656
Lake  ,California,2000,lake,california,72.71,69.19,76.16,California,Lake,0.058353,0.010176,0.027978043715846997,0.028588,0.008833020948550716
Los Angeles  ,California,2000,los angeles,california,39.02,37.68,40.58,California,Los Angeles,0.093294,0.0,0.022195882561576355,0.020941,0.01380189701372156
Madera  ,California,2000,madera,california,47.22,44.74,49.94,California,Madera,0.067765,0.003176,0.03179396712328767,0.033706,0.01404289880471891
Marin  ,California,2000,marin,california,34.55,32.8,36.27,California,Marin,0.046059,0.000882,0.01521711475409836,0.0149705,0.007935320839113703
Mariposa  ,California,2000,mariposa,california,48.59,44.73,51.92,California,Mariposa,0.089882,0.022824,0.0508433897996357,0.050353,0.014212163659751961
Mendocino  ,California,2000,mendocino,california,57.71,54.96,60.62,California,Mendocino,0.042059,0.0,0.017685002735978114,0.017882,0.008341351824839064
Merced  ,California,2000,merced,california,50.77,48.35,53.51,California,Merced,0.079647,0.0035,0.03662990055248619,0.0372055,0.017439668620928876
Monterey  ,California,2000,monterey,california,41.47,39.57,43.63,California,Monterey,0.058059,0.002765,0.025543273039889958,0.025264500000000002,0.00833692483937742
Napa  ,California,2000,napa,california,46.03,43.72,48.25,California,Napa,0.045941,0.003588,0.020113480874316938,0.021176,0.008957169946796678
Nevada  ,California,2000,nevada,california,46.26,43.69,48.79,California,Nevada,0.098765,0.004353,0.04367575165562914,0.041706,0.018231204536510167
Orange  ,California,2000,orange,california,41.06,39.52,42.73,California,Orange,0.064882,0.0,0.024379142173615857,0.025529,0.012637590121199067
Placer  ,California,2000,placer,california,51.03,48.7,53.32,California,Placer,0.082412,0.0,0.02981852194211018,0.029353,0.016294159417434832
Plumas  ,California,2000,plumas,california,64.62,60.59,68.79,California,Plumas,0.060765,0.007588,0.029503494505494506,0.029588,0.011690755603048835
Riverside  ,California,2000,riverside,california,53.87,51.87,55.84,California,Riverside,0.086706,0.0,0.03378381672760512,0.033294,0.016777565937390798
Sacramento  ,California,2000,sacramento,california,51.17,49.27,53.21,California,Sacramento,0.080941,0.0,0.025438093441920273,0.026118,0.013437999900687888
San Benito  ,California,2000,san benito,california,41.57,38.82,44.79,California,San Benito,0.066294,0.005235,0.031554872472783824,0.030647,0.010993023844342302
San Bernardino  ,California,2000,san bernardino,california,67.67,65.48,70.17,California,San Bernardino,0.1,0.000294,0.03578247408464098,0.034412,0.018623203533236463
San Diego  ,California,2000,san diego,california,43.98,42.41,45.79,California,San Diego,0.086882,0.0,0.026959799591524124,0.026765,0.012702097147669966
San Francisco  ,California,2000,san francisco,california,33.11,31.69,34.68,California,San Francisco,0.039294,0.001235,0.01754937637362637,0.0179705,0.008878409695757527
San Joaquin  ,California,2000,san joaquin,california,54.81,52.63,56.94,California,San Joaquin,0.068294,0.000235,0.02435400677637948,0.024706,0.012395623241980392
San Luis Obispo  ,California,2000,san luis obispo,california,44.72,42.61,47.06,California,San Luis Obispo,0.060647,0.002882,0.026904874074074075,0.026941,0.009079703090732335
San Mateo  ,California,2000,san mateo,california,35.0,33.44,36.79,California,San Mateo,0.040882,0.000471,0.01641739344262295,0.016,0.009161706439326425
Santa Barbara  ,California,2000,santa barbara,california,37.8,35.94,40.0,California,Santa Barbara,0.070412,0.001294,0.032384407263294425,0.032235,0.00978673388516137
Santa Clara  ,California,2000,santa clara,california,35.06,33.55,36.84,California,Santa Clara,0.056706,0.001412,0.0194500810564663,0.018824,0.00900788083377967
Santa Cruz  ,California,2000,santa cruz,california,45.16,43.0,47.54,California,Santa Cruz,0.049353,0.002091,0.02326838392857143,0.022824,0.008869182889655661
Shasta  ,California,2000,shasta,california,74.19,71.09,77.3,California,Shasta,0.070529,0.000353,0.03016397643732328,0.033235,0.015796722344124717
Siskiyou  ,California,2000,siskiyou,california,57.01,53.65,60.36,California,Siskiyou,0.055941,0.008941,0.027887300366300365,0.028706,0.008411284679578914
Solano  ,California,2000,solano,california,49.6,47.17,51.85,California,Solano,0.054824,0.000235,0.022234451181911613,0.022647,0.009899714797141579
Sonoma  ,California,2000,sonoma,california,44.27,42.39,46.29,California,Sonoma,0.054529,0.0,0.022389493169398908,0.022765,0.010004024898693923
Stanislaus  ,California,2000,stanislaus,california,55.44,53.22,57.82,California,Stanislaus,0.072,0.002941,0.02710851983584131,0.027765,0.013755730980435503
Sutter  ,California,2000,sutter,california,59.52,56.46,62.62,California,Sutter,0.083353,0.000647,0.030072167061611373,0.029647,0.015369861480371057
Tehama  ,California,2000,tehama,california,68.61,64.95,72.33,California,Tehama,0.083941,0.0,0.030175326,0.027912,0.01919173583218122
Tulare  ,California,2000,tulare,california,55.47,53.11,58.11,California,Tulare,0.094471,0.001471,0.04323215441860465,0.041,0.019907318147815146
Tuolumne  ,California,2000,tuolumne,california,47.03,44.41,49.73,California,Tuolumne,0.094882,0.003059,0.04289692791411043,0.0426765,0.01919843582424657
Ventura  ,California,2000,ventura,california,43.14,41.22,45.14,California,Ventura,0.085059,0.0,0.029136726114649684,0.029118,0.012604234357428615
Yolo  ,California,2000,yolo,california,58.13,55.17,61.15,California,Yolo,0.05,0.001353,0.023449427977839336,0.024529,0.010580394726947735
Adams  ,Colorado,2000,adams,colorado,58.2,56.17,60.49,Colorado,Adams,0.045706,0.0,0.019380804407713496,0.018941,0.011141927360512713
Arapahoe  ,Colorado,2000,arapahoe,colorado,58.2,56.17,60.49,Colorado,Arapahoe,0.066353,0.000529,0.031189688524590163,0.031647,0.01516675498677105
Boulder  ,Colorado,2000,boulder,colorado,58.2,56.17,60.49,Colorado,Boulder,0.060294,0.000529,0.030732345303867405,0.032794000000000004,0.014011345808592738
Denver  ,Colorado,2000,denver,colorado,58.2,56.17,60.49,Colorado,Denver,0.060941,0.0,0.020391914040114614,0.019412,0.013143293381935293
Douglas  ,Colorado,2000,douglas,colorado,40.39,37.84,43.0,Colorado,Douglas,0.069882,0.0,0.04026380476190476,0.041264999999999996,0.012682112680207112
El Paso  ,Colorado,2000,el paso,colorado,58.52,56.04,61.07,Colorado,El Paso,0.0668,0.001588,0.02852524376731302,0.029588,0.013157789163810968
Gunnison  ,Colorado,2000,gunnison,colorado,50.02,45.39,54.56,Colorado,Gunnison,0.066294,0.025471,0.046709156593406596,0.046471,0.007345847883646989
Jefferson  ,Colorado,2000,jefferson,colorado,58.2,56.17,60.49,Colorado,Jefferson,0.072765,0.0,0.029758665977961434,0.030059,0.016146348334476417
La Plata  ,Colorado,2000,la plata,colorado,49.51,46.28,52.76,Colorado,La Plata,0.053588,0.001529,0.028917862019914656,0.031353,0.011421296978157542
Larimer  ,Colorado,2000,larimer,colorado,47.57,45.32,50.05,Colorado,Larimer,0.077529,0.000333,0.03502785091420534,0.037647,0.016349117176501653
Montezuma  ,Colorado,2000,montezuma,colorado,71.94,67.48,76.38,Colorado,Montezuma,0.076824,0.020706,0.04600913544668588,0.045471,0.00994488635881243
Weld  ,Colorado,2000,weld,colorado,58.2,56.17,60.49,Colorado,Weld,0.051765,0.0,0.02336876601671309,0.023294,0.01282441448611122
Fairfield  ,Connecticut,2000,fairfield,connecticut,34.58,33.09,36.1,Connecticut,Fairfield,0.092941,0.0,0.03105021662468514,0.030412,0.013387413398376943
Hartford  ,Connecticut,2000,hartford,connecticut,40.14,38.6,41.97,Connecticut,Hartford,0.078588,0.001,0.027449558510638294,0.0260585,0.012954516024320082
Litchfield  ,Connecticut,2000,litchfield,connecticut,46.29,44.3,48.55,Connecticut,Litchfield,0.088294,0.014059,0.03618522680412371,0.034617499999999995,0.012179608484655205
Middlesex  ,Connecticut,2000,middlesex,connecticut,41.36,39.29,43.46,Connecticut,Middlesex,0.095059,0.001353,0.027572656160458453,0.026529,0.0145498956241802
New Haven  ,Connecticut,2000,new haven,connecticut,41.92,40.31,43.77,Connecticut,New Haven,0.091529,0.003412,0.032766824607329846,0.031882,0.013364900510547045
New London  ,Connecticut,2000,new london,connecticut,50.14,47.9,52.44,Connecticut,New London,0.097588,0.010824,0.03713495,0.036735500000000004,0.013383910421035084
Tolland  ,Connecticut,2000,tolland,connecticut,43.27,40.94,45.76,Connecticut,Tolland,0.087154,0.010588,0.03497318652849741,0.033235,0.012654707651964643
Windham  ,Connecticut,2000,windham,connecticut,56.86,54.07,59.7,Connecticut,Windham,0.094176,0.001647,0.03429030094043887,0.032706,0.01324000252203011
Kent  ,Delaware,2000,kent,delaware,53.05,50.12,55.93,Delaware,Kent,0.087706,0.008941,0.03595038888888889,0.035029500000000005,0.01395741397972957
New Castle  ,Delaware,2000,new castle,delaware,45.48,43.43,47.62,Delaware,New Castle,0.092235,0.0,0.026158733261339093,0.024353,0.01481730320187656
Sussex  ,Delaware,2000,sussex,delaware,46.5,44.23,48.72,Delaware,Sussex,0.084059,0.003647,0.03785170132743362,0.036706,0.014327526453834232
District of Columbia ,District of Columbia,2000,district of columbia,district of columbia,30.29,28.77,32.13,District Of Columbia,District of Columbia,0.076647,0.001,0.02035415187557182,0.017647,0.014012765232931355
Alachua  ,Florida,2000,alachua,florida,48.09,45.49,50.88,Florida,Alachua,0.072235,0.001,0.025757761772853188,0.023765,0.013018858702486652
Baker  ,Florida,2000,baker,florida,84.84,79.36,90.78,Florida,Baker,0.063412,0.003882,0.03059433698630137,0.029588,0.012135667051710609
Bay  ,Florida,2000,bay,florida,69.13,66.03,72.36,Florida,Bay,0.096588,0.012529,0.04282383720930233,0.039029,0.017397325734439376
Brevard  ,Florida,2000,brevard,florida,49.89,47.83,52.01,Florida,Brevard,0.074471,0.006529,0.03338242649199418,0.032,0.01303330535628853
Broward  ,Florida,2000,broward,florida,35.28,34.01,36.73,Florida,Broward,0.069647,0.004286,0.025600166988416988,0.023353,0.011645627835426763
Columbia  ,Florida,2000,columbia,florida,76.29,72.3,80.43,Florida,Columbia,0.038941,0.0,0.02087556451612903,0.019353,0.007701937258155012
Duval  ,Florida,2000,duval,florida,59.4,57.08,61.77,Florida,Duval,0.062176,0.003,0.0272845,0.026059,0.011832761713450964
Escambia  ,Florida,2000,escambia,florida,54.55,52.13,57.13,Florida,Escambia,0.089588,0.005176,0.03566011478420569,0.033941,0.01563357867490431
Hillsborough  ,Florida,2000,hillsborough,florida,53.19,51.12,55.23,Florida,Hillsborough,0.070706,0.005118,0.03142504272915231,0.030294,0.012979696740768288
Holmes  ,Florida,2000,holmes,florida,79.29,74.36,84.28,Florida,Holmes,0.065375,0.001294,0.02927721546961326,0.028353,0.010971523336810418
Lake  ,Florida,2000,lake,florida,40.04,38.24,41.96,Florida,Lake,0.052235,0.011941,0.028301451612903226,0.027706,0.009974306462232078
Lee  ,Florida,2000,lee,florida,36.17,34.66,37.87,Florida,Lee,0.073706,0.009118,0.03210403462603878,0.030794500000000002,0.011911562625237031
Leon  ,Florida,2000,leon,florida,46.33,43.78,48.98,Florida,Leon,0.062118,0.000941,0.02672751172707889,0.024941,0.01159057858883242
Liberty  ,Florida,2000,liberty,florida,79.46,72.37,87.36,Florida,Liberty,0.071235,0.011,0.03480444289693593,0.033824,0.011869608082861227
Manatee  ,Florida,2000,manatee,florida,40.7,38.93,42.61,Florida,Manatee,0.072882,0.002882,0.031288720864661654,0.0299115,0.012705904257436793
Marion  ,Florida,2000,marion,florida,49.57,47.57,51.76,Florida,Marion,0.069,0.003059,0.029355957040572794,0.027882,0.012555475178577377
Miami-Dade  ,Florida,2000,miami-dade,florida,32.05,30.61,33.5,Florida,Miami-Dade,0.073176,0.005,0.02763416171389081,0.026529,0.011441098648514222
Orange  ,Florida,2000,orange,florida,50.13,48.09,52.27,Florida,Orange,0.066824,0.003538,0.028879810109289618,0.027735500000000003,0.012101600717208791
Osceola  ,Florida,2000,osceola,florida,52.37,49.94,54.97,Florida,Osceola,0.057706,0.001,0.029393240896358544,0.028529,0.011281202444735636
Palm Beach  ,Florida,2000,palm beach,florida,27.74,26.53,29.01,Florida,Palm Beach,0.071059,0.003,0.02859237026239067,0.0268825,0.011451521421118074
Pasco  ,Florida,2000,pasco,florida,51.95,49.85,53.9,Florida,Pasco,0.072882,0.002286,0.03326212083333333,0.0327645,0.012712183243169356
Pinellas  ,Florida,2000,pinellas,florida,44.44,42.84,46.22,Florida,Pinellas,0.076941,0.006588,0.030844529304029304,0.029882,0.012484732497144796
Polk  ,Florida,2000,polk,florida,49.18,47.2,51.25,Florida,Polk,0.070059,0.006353,0.028901154277699858,0.027588,0.011814311063533933
Santa Rosa  ,Florida,2000,santa rosa,florida,61.28,58.38,64.61,Florida,Santa Rosa,0.085529,0.010294,0.03599556756756757,0.031529,0.01626631017648557
Sarasota  ,Florida,2000,sarasota,florida,36.3,34.7,38.19,Florida,Sarasota,0.072647,0.005412,0.03239252209944751,0.031088499999999998,0.012891228712743747
Seminole  ,Florida,2000,seminole,florida,48.11,45.96,50.41,Florida,Seminole,0.063353,0.005647,0.030535660167130916,0.03,0.011163740489736392
Volusia  ,Florida,2000,volusia,florida,49.14,47.34,51.28,Florida,Volusia,0.069941,0.005647,0.029539219945355192,0.028235,0.012130150895448881
Bibb  ,Georgia,2000,bibb,georgia,54.8,51.95,57.79,Georgia,Bibb,0.093588,0.010235,0.0378569512195122,0.0354115,0.01398361249921575
Chatham  ,Georgia,2000,chatham,georgia,49.99,47.53,52.58,Georgia,Chatham,0.072529,0.009882,0.036145971544715445,0.0355885,0.013046112087483653
Cherokee  ,Georgia,2000,cherokee,georgia,56.29,53.3,59.29,Georgia,Cherokee,0.054882,0.005176,0.025444284552845527,0.023794500000000003,0.009203765949733546
Cobb  ,Georgia,2000,cobb,georgia,50.78,48.56,53.27,Georgia,Cobb,0.078941,0.005471,0.03468675203252032,0.033059,0.014346081487301742
Coweta  ,Georgia,2000,coweta,georgia,57.69,54.48,61.08,Georgia,Coweta,0.075118,0.005,0.03515207024793388,0.031911999999999996,0.01452862446873588
Dawson  ,Georgia,2000,dawson,georgia,55.01,50.41,59.69,Georgia,Dawson,0.073941,0.010529,0.0399115406504065,0.039999999999999994,0.01115079656989754
DeKalb  ,Georgia,2000,dekalb,georgia,37.02,35.21,39.02,Georgia,DeKalb,0.092588,0.002,0.03225820491803279,0.030059,0.014200589117367777
Douglas  ,Georgia,2000,douglas,georgia,55.08,51.96,58.38,Georgia,Douglas,0.087529,0.0064,0.0417685081300813,0.039293999999999996,0.01605613036150516
Fayette  ,Georgia,2000,fayette,georgia,43.63,40.8,46.39,Georgia,Fayette,0.0795,0.004,0.03406969958847737,0.031529,0.013359251542086935
Fulton  ,Georgia,2000,fulton,georgia,40.42,38.66,42.45,Georgia,Fulton,0.079118,0.002,0.034603955284552845,0.0322645,0.015071194181861642
Glynn  ,Georgia,2000,glynn,georgia,61.0,57.61,64.66,Georgia,Glynn,0.066471,0.003765,0.03496839094650205,0.035471,0.012074103256379037
Gwinnett  ,Georgia,2000,gwinnett,georgia,48.29,45.84,50.67,Georgia,Gwinnett,0.076529,0.002647,0.03421232916666667,0.032,0.012608005678633365
Henry  ,Georgia,2000,henry,georgia,63.15,60.06,66.58,Georgia,Henry,0.084824,0.0035,0.03431861632653061,0.031706,0.013930362856702785
Murray  ,Georgia,2000,murray,georgia,73.15,68.72,77.49,Georgia,Murray,0.090529,0.020176,0.05273848888888889,0.053882,0.014232589911547295
Muscogee  ,Georgia,2000,muscogee,georgia,59.93,57.05,62.94,Georgia,Muscogee,0.077529,0.004,0.0367799345603272,0.036765,0.012880709052712385
Paulding  ,Georgia,2000,paulding,georgia,57.4,53.62,61.01,Georgia,Paulding,0.073882,0.013235,0.0443973625,0.044440999999999994,0.013780562548935185
Pike  ,Georgia,2000,pike,georgia,61.3,56.26,66.37,Georgia,Pike,0.095529,0.003118,0.03854945588235294,0.0375585,0.015831261720182475
Richmond  ,Georgia,2000,richmond,georgia,59.03,56.24,62.2,Georgia,Richmond,0.079118,0.002,0.034623666666666664,0.0336765,0.013086531845119747
Rockdale  ,Georgia,2000,rockdale,georgia,50.49,47.51,54.01,Georgia,Rockdale,0.070588,0.002,0.030972174796747968,0.0287945,0.01171992345302782
Sumter  ,Georgia,2000,sumter,georgia,44.86,41.41,48.59,Georgia,Sumter,0.076588,0.010294,0.03985208536585366,0.0396765,0.0132254539629979
Butte  ,Idaho,2000,butte,idaho,57.43,51.0,64.85,Idaho,Butte,0.067882,0.019,0.042071505617977525,0.0414705,0.009123408439398127
Adams  ,Illinois,2000,adams,illinois,54.65,51.9,57.62,Illinois,Adams,0.064059,0.002706,0.026779945205479452,0.026882,0.011766006628440502
Champaign  ,Illinois,2000,champaign,illinois,46.34,43.87,48.87,Illinois,Champaign,0.073765,0.001,0.026385849162011175,0.026118,0.012743527358657507
Cook  ,Illinois,2000,cook,illinois,35.39,34.06,36.85,Illinois,Cook,0.071059,0.0,0.022839140363815142,0.021941,0.012623482736648853
DuPage  ,Illinois,2000,dupage,illinois,36.78,35.17,38.74,Illinois,DuPage,0.060647,0.001353,0.018483453551912568,0.018147,0.010523832598220623
Effingham  ,Illinois,2000,effingham,illinois,46.91,43.75,50.0,Illinois,Effingham,0.071,0.001765,0.031479376623376625,0.030353,0.011840838223896762
Hamilton  ,Illinois,2000,hamilton,illinois,47.1,42.97,51.56,Illinois,Hamilton,0.066353,0.005294,0.03453076419213974,0.034529,0.01158770977880595
Jersey  ,Illinois,2000,jersey,illinois,47.66,44.15,51.33,Illinois,Jersey,0.066765,0.005647,0.035648593073593075,0.035059,0.011310999800838144
Jo Daviess  ,Illinois,2000,jo daviess,illinois,39.6,36.91,42.46,Illinois,Jo Daviess,0.068706,0.003118,0.03209054469273743,0.0323825,0.012059874660216241
Kane  ,Illinois,2000,kane,illinois,42.79,40.76,44.97,Illinois,Kane,0.064235,0.001118,0.022799602739726026,0.021412,0.011932710169649205
Lake  ,Illinois,2000,lake,illinois,42.37,40.49,44.31,Illinois,Lake,0.068588,0.000294,0.024442804898648647,0.023647,0.011607737265474566
Macon  ,Illinois,2000,macon,illinois,50.09,47.35,53.22,Illinois,Macon,0.065412,0.001059,0.026165918032786888,0.0254705,0.013188345186372198
Macoupin  ,Illinois,2000,macoupin,illinois,48.17,45.18,51.11,Illinois,Macoupin,0.068824,0.003294,0.03079956868131868,0.030059,0.012702777911117777
Madison  ,Illinois,2000,madison,illinois,55.57,53.2,58.17,Illinois,Madison,0.069235,0.000882,0.026947179839633448,0.026471,0.012913879021146086
McHenry  ,Illinois,2000,mchenry,illinois,48.27,45.93,50.86,Illinois,McHenry,0.064412,0.003235,0.025054107142857142,0.0239415,0.011524483137370202
Peoria  ,Illinois,2000,peoria,illinois,50.37,47.91,52.92,Illinois,Peoria,0.061,0.001118,0.025482473324213405,0.024882,0.012262159902045336
Randolph  ,Illinois,2000,randolph,illinois,48.35,45.36,51.55,Illinois,Randolph,0.070706,0.001353,0.030346316939890712,0.029794,0.013745898736518332
Rock Island  ,Illinois,2000,rock island,illinois,52.45,49.84,54.92,Illinois,Rock Island,0.060882,0.002706,0.024288428571428572,0.024412,0.011055817101581674
Saint Clair  ,Illinois,2000,saint clair,illinois,58.54,55.97,61.27,Illinois,Saint Clair,0.059176,0.001412,0.021433677595628413,0.0200295,0.01267118964260201
Sangamon  ,Illinois,2000,sangamon,illinois,49.88,47.24,52.49,Illinois,Sangamon,0.069882,0.002118,0.025053347107438017,0.024294,0.012546831551597243
Will  ,Illinois,2000,will,illinois,42.02,40.08,44.15,Illinois,Will,0.070765,0.001941,0.02621842857142857,0.025824,0.01240404593326994
Winnebago  ,Illinois,2000,winnebago,illinois,45.72,43.72,47.99,Illinois,Winnebago,0.065235,0.001,0.02427312191780822,0.0234705,0.012104732538561473
Allen  ,Indiana,2000,allen,indiana,50.76,48.42,53.31,Indiana,Allen,0.084235,0.003,0.03567685597826087,0.0352055,0.012112811418330613
Boone  ,Indiana,2000,boone,indiana,56.39,53.11,60.04,Indiana,Boone,0.078176,0.0085,0.0368520652173913,0.0372645,0.011330484493573583
Clark  ,Indiana,2000,clark,indiana,61.57,58.17,64.94,Indiana,Clark,0.063706,0.003,0.03357578504672897,0.033558500000000005,0.012119101810199151
Elkhart  ,Indiana,2000,elkhart,indiana,49.51,46.99,52.21,Indiana,Elkhart,0.070235,0.004,0.028503999999999998,0.027176,0.010589570761465638
Floyd  ,Indiana,2000,floyd,indiana,59.25,56.12,62.5,Indiana,Floyd,0.064588,0.0,0.027080897674418604,0.026647,0.010795753675808508
Gibson  ,Indiana,2000,gibson,indiana,49.47,46.25,52.91,Indiana,Gibson,0.054176,0.010824,0.03000563387978142,0.028882,0.008746878995186124
Greene  ,Indiana,2000,greene,indiana,54.79,51.55,58.04,Indiana,Greene,0.079118,0.007353,0.041190608938547486,0.039647,0.011662789653333252
Hamilton  ,Indiana,2000,hamilton,indiana,49.58,46.92,52.25,Indiana,Hamilton,0.082294,0.001,0.03810870108695652,0.037912,0.012140287977103072
Hancock  ,Indiana,2000,hancock,indiana,59.2,55.61,62.51,Indiana,Hancock,0.079647,0.0065,0.03576202717391304,0.035352999999999996,0.01155517257223452
Hendricks  ,Indiana,2000,hendricks,indiana,56.77,53.9,59.84,Indiana,Hendricks,0.080882,0.001,0.0370214043715847,0.037,0.012017177157992392
Huntington  ,Indiana,2000,huntington,indiana,55.39,51.76,59.2,Indiana,Huntington,0.078882,0.008882,0.03801584705882353,0.038235000000000005,0.011840308832736464
Jackson  ,Indiana,2000,jackson,indiana,57.78,54.23,61.86,Indiana,Jackson,0.071,0.005118,0.03694789444444445,0.035765000000000005,0.009921327337591162
Johnson  ,Indiana,2000,johnson,indiana,68.78,65.39,72.27,Indiana,Johnson,0.082588,0.008059,0.04097583152173913,0.040176500000000004,0.012296637383393606
Knox  ,Indiana,2000,knox,indiana,70.6,66.65,75.03,Indiana,Knox,0.069588,0.002176,0.028648127071823203,0.028706,0.013119681849369803
LaPorte  ,Indiana,2000,laporte,indiana,54.0,51.11,57.07,Indiana,LaPorte,0.076824,0.006706,0.03243937158469945,0.030765,0.01139146342667493
Lake  ,Indiana,2000,lake,indiana,49.2,47.17,51.52,Indiana,Lake,0.075059,0.003412,0.03008826277372263,0.028412,0.011647110593360403
Madison  ,Indiana,2000,madison,indiana,53.93,51.31,56.71,Indiana,Madison,0.076941,0.010412,0.03722682065217391,0.0372645,0.01157462500498007
