County Name,State Name,year,Mortality Rate
Pender  ,North Carolina,1980,"34.92 (30.93, 38.53)"
Perquimans  ,North Carolina,1980,"24.59 (20.67, 28.63)"
Person  ,North Carolina,1980,"30.20 (26.80, 33.74)"
Pitt  ,North Carolina,1980,"35.41 (31.99, 38.82)"
Polk  ,North Carolina,1980,"26.93 (23.67, 30.28)"
Randolph  ,North Carolina,1980,"27.32 (24.87, 29.62)"
Richmond  ,North Carolina,1980,"31.46 (28.35, 34.42)"
Robeson  ,North Carolina,1980,"30.12 (27.22, 33.10)"
Rockingham  ,North Carolina,1980,"33.26 (30.63, 36.03)"
Rowan  ,North Carolina,1980,"25.42 (22.98, 27.49)"
Rutherford  ,North Carolina,1980,"28.61 (25.90, 31.17)"
Sampson  ,North Carolina,1980,"34.39 (30.79, 37.89)"
Scotland  ,North Carolina,1980,"29.40 (25.27, 33.50)"
Stanly  ,North Carolina,1980,"23.00 (20.14, 25.92)"
Stokes  ,North Carolina,1980,"32.23 (28.75, 35.79)"
Surry  ,North Carolina,1980,"35.39 (32.38, 38.56)"
Swain  ,North Carolina,1980,"33.18 (28.92, 37.54)"
Transylvania  ,North Carolina,1980,"25.28 (22.31, 28.00)"
Tyrrell  ,North Carolina,1980,"31.52 (26.63, 36.67)"
Union  ,North Carolina,1980,"24.80 (22.04, 27.49)"
Vance  ,North Carolina,1980,"35.82 (31.71, 40.14)"
Wake  ,North Carolina,1980,"33.97 (31.58, 36.14)"
Warren  ,North Carolina,1980,"28.18 (24.53, 31.96)"
Washington  ,North Carolina,1980,"31.62 (27.08, 36.11)"
Watauga  ,North Carolina,1980,"26.93 (23.84, 30.10)"
Wayne  ,North Carolina,1980,"38.59 (34.84, 42.05)"
Wilkes  ,North Carolina,1980,"31.32 (28.51, 34.06)"
Wilson  ,North Carolina,1980,"32.00 (28.54, 35.44)"
Yadkin  ,North Carolina,1980,"30.40 (27.20, 33.60)"
Yancey  ,North Carolina,1980,"31.30 (27.62, 35.13)"
Adams  ,North Dakota,1980,"28.89 (24.70, 33.41)"
Barnes  ,North Dakota,1980,"23.67 (20.54, 26.94)"
Benson  ,North Dakota,1980,"24.03 (20.24, 27.96)"
Billings  ,North Dakota,1980,"13.06 (9.42, 17.84)"
Bottineau  ,North Dakota,1980,"23.13 (19.53, 27.04)"
Bowman  ,North Dakota,1980,"34.09 (26.61, 41.38)"
Burke  ,North Dakota,1980,"24.94 (19.41, 31.30)"
Burleigh  ,North Dakota,1980,"24.49 (21.80, 27.00)"
Cass  ,North Dakota,1980,"27.54 (24.91, 30.01)"
Cavalier  ,North Dakota,1980,"25.54 (21.43, 29.86)"
Dickey  ,North Dakota,1980,"28.21 (24.25, 32.02)"
Divide  ,North Dakota,1980,"27.40 (20.88, 34.27)"
Dunn  ,North Dakota,1980,"24.91 (19.58, 30.83)"
Eddy  ,North Dakota,1980,"32.51 (27.50, 37.80)"
Emmons  ,North Dakota,1980,"27.59 (23.63, 31.63)"
Foster  ,North Dakota,1980,"27.43 (22.75, 32.67)"
Golden Valley  ,North Dakota,1980,"22.37 (17.75, 27.27)"
Grand Forks  ,North Dakota,1980,"24.96 (22.32, 27.71)"
Grant  ,North Dakota,1980,"22.73 (17.90, 28.69)"
Griggs  ,North Dakota,1980,"30.13 (25.72, 35.04)"
Hettinger  ,North Dakota,1980,"25.40 (19.94, 32.17)"
Kidder  ,North Dakota,1980,"18.64 (15.26, 22.06)"
LaMoure  ,North Dakota,1980,"22.28 (18.87, 26.03)"
Logan  ,North Dakota,1980,"21.03 (17.07, 25.15)"
McHenry  ,North Dakota,1980,"26.18 (22.24, 30.29)"
McIntosh  ,North Dakota,1980,"23.08 (19.42, 26.74)"
McKenzie  ,North Dakota,1980,"29.58 (24.26, 35.41)"
McLean  ,North Dakota,1980,"25.48 (22.28, 28.95)"
Mercer  ,North Dakota,1980,"23.16 (18.56, 28.34)"
Morton  ,North Dakota,1980,"25.71 (21.73, 29.94)"
Mountrail  ,North Dakota,1980,"32.10 (26.66, 37.75)"
Nelson  ,North Dakota,1980,"28.93 (25.01, 33.04)"
Oliver  ,North Dakota,1980,"26.91 (19.46, 35.83)"
Pembina  ,North Dakota,1980,"24.21 (20.59, 27.98)"
Pierce  ,North Dakota,1980,"22.72 (19.26, 26.26)"
Ramsey  ,North Dakota,1980,"24.94 (21.35, 28.47)"
Ransom  ,North Dakota,1980,"36.27 (31.41, 41.19)"
Renville  ,North Dakota,1980,"24.18 (19.03, 29.88)"
Richland  ,North Dakota,1980,"22.15 (19.39, 24.78)"
Rolette  ,North Dakota,1980,"33.32 (28.18, 38.67)"
Sargent  ,North Dakota,1980,"33.85 (28.93, 39.09)"
Sheridan  ,North Dakota,1980,"19.11 (15.56, 22.85)"
Sioux  ,North Dakota,1980,"34.10 (27.93, 41.14)"
Slope  ,North Dakota,1980,"21.49 (15.67, 28.05)"
Stark  ,North Dakota,1980,"24.01 (20.28, 28.03)"
Steele  ,North Dakota,1980,"23.72 (19.85, 28.20)"
Stutsman  ,North Dakota,1980,"22.93 (20.18, 25.74)"
Towner  ,North Dakota,1980,"24.65 (20.31, 28.86)"
Traill  ,North Dakota,1980,"23.86 (20.48, 27.40)"
Walsh  ,North Dakota,1980,"23.79 (20.78, 27.05)"
Ward  ,North Dakota,1980,"28.50 (24.91, 32.57)"
Wells  ,North Dakota,1980,"22.31 (19.14, 25.72)"
Williams  ,North Dakota,1980,"25.84 (22.30, 29.67)"
Adams  ,Ohio,1980,"38.92 (35.67, 42.24)"
Allen  ,Ohio,1980,"36.87 (33.99, 39.79)"
Ashland  ,Ohio,1980,"33.27 (30.15, 36.63)"
Ashtabula  ,Ohio,1980,"36.43 (33.63, 39.22)"
Athens  ,Ohio,1980,"42.75 (38.81, 46.85)"
Auglaize  ,Ohio,1980,"34.30 (31.01, 37.56)"
Belmont  ,Ohio,1980,"37.93 (34.55, 40.97)"
Brown  ,Ohio,1980,"32.94 (29.71, 36.19)"
Butler  ,Ohio,1980,"44.56 (42.09, 46.99)"
Carroll  ,Ohio,1980,"38.69 (34.62, 42.69)"
Champaign  ,Ohio,1980,"35.94 (32.56, 39.24)"
Clark  ,Ohio,1980,"40.84 (37.67, 43.75)"
Clermont  ,Ohio,1980,"45.87 (42.70, 49.03)"
Clinton  ,Ohio,1980,"38.98 (35.54, 42.63)"
Columbiana  ,Ohio,1980,"38.06 (34.93, 41.16)"
Coshocton  ,Ohio,1980,"36.53 (33.28, 39.92)"
Crawford  ,Ohio,1980,"30.67 (27.83, 33.58)"
Cuyahoga  ,Ohio,1980,"31.72 (30.01, 33.22)"
Darke  ,Ohio,1980,"31.24 (28.31, 34.12)"
Defiance  ,Ohio,1980,"39.71 (35.88, 43.33)"
Delaware  ,Ohio,1980,"38.22 (34.89, 41.86)"
Erie  ,Ohio,1980,"38.71 (35.63, 41.85)"
Fairfield  ,Ohio,1980,"40.31 (37.16, 43.58)"
Fayette  ,Ohio,1980,"38.21 (34.41, 42.02)"
Franklin  ,Ohio,1980,"40.83 (38.44, 43.07)"
Fulton  ,Ohio,1980,"31.54 (28.13, 35.05)"
Gallia  ,Ohio,1980,"40.73 (36.62, 44.74)"
Geauga  ,Ohio,1980,"35.38 (32.04, 38.57)"
Greene  ,Ohio,1980,"40.92 (37.76, 44.00)"
Guernsey  ,Ohio,1980,"42.33 (38.65, 46.46)"
Hamilton  ,Ohio,1980,"37.06 (34.92, 38.91)"
Hancock  ,Ohio,1980,"29.05 (26.41, 31.62)"
Hardin  ,Ohio,1980,"37.95 (33.95, 41.56)"
Harrison  ,Ohio,1980,"37.99 (33.58, 42.41)"
Henry  ,Ohio,1980,"33.00 (29.45, 36.56)"
Highland  ,Ohio,1980,"36.66 (33.45, 39.93)"
Hocking  ,Ohio,1980,"45.91 (41.47, 50.43)"
Holmes  ,Ohio,1980,"25.00 (21.90, 28.13)"
Huron  ,Ohio,1980,"32.82 (29.64, 35.70)"
Jackson  ,Ohio,1980,"48.17 (43.47, 52.86)"
Jefferson  ,Ohio,1980,"41.57 (38.21, 44.56)"
Knox  ,Ohio,1980,"30.90 (27.95, 33.86)"
Lake  ,Ohio,1980,"38.77 (36.22, 41.34)"
Lawrence  ,Ohio,1980,"45.57 (41.91, 49.34)"
Licking  ,Ohio,1980,"40.80 (37.73, 43.70)"
Logan  ,Ohio,1980,"43.82 (40.09, 47.49)"
Lorain  ,Ohio,1980,"35.11 (32.80, 37.45)"
Lucas  ,Ohio,1980,"41.47 (39.05, 43.74)"
Madison  ,Ohio,1980,"40.32 (36.23, 44.49)"
Mahoning  ,Ohio,1980,"28.17 (26.04, 30.11)"
Marion  ,Ohio,1980,"40.64 (37.23, 44.05)"
Medina  ,Ohio,1980,"30.88 (28.17, 33.43)"
Meigs  ,Ohio,1980,"39.20 (34.82, 43.41)"
Mercer  ,Ohio,1980,"27.36 (24.42, 30.58)"
Miami  ,Ohio,1980,"37.49 (34.47, 40.33)"
Monroe  ,Ohio,1980,"32.15 (28.10, 36.04)"
Montgomery  ,Ohio,1980,"35.96 (33.62, 38.04)"
Morgan  ,Ohio,1980,"45.83 (40.84, 51.22)"
Morrow  ,Ohio,1980,"33.60 (29.60, 37.69)"
Muskingum  ,Ohio,1980,"48.99 (45.27, 52.59)"
Noble  ,Ohio,1980,"30.68 (26.42, 35.22)"
Ottawa  ,Ohio,1980,"35.61 (32.10, 39.05)"
Paulding  ,Ohio,1980,"36.91 (32.22, 41.58)"
Perry  ,Ohio,1980,"50.98 (45.79, 56.13)"
Pickaway  ,Ohio,1980,"42.10 (38.09, 46.06)"
Pike  ,Ohio,1980,"37.71 (34.21, 41.42)"
Portage  ,Ohio,1980,"33.65 (30.92, 36.36)"
Preble  ,Ohio,1980,"32.70 (29.45, 35.96)"
Putnam  ,Ohio,1980,"30.44 (27.25, 33.78)"
Richland  ,Ohio,1980,"34.87 (32.33, 37.43)"
Ross  ,Ohio,1980,"38.55 (35.29, 41.59)"
Sandusky  ,Ohio,1980,"31.06 (28.18, 33.98)"
Scioto  ,Ohio,1980,"43.03 (39.93, 46.42)"
Seneca  ,Ohio,1980,"28.25 (25.35, 31.02)"
Shelby  ,Ohio,1980,"34.80 (31.39, 38.05)"
Stark  ,Ohio,1980,"40.10 (37.86, 42.29)"
Summit  ,Ohio,1980,"36.69 (34.44, 38.60)"
Trumbull  ,Ohio,1980,"30.76 (28.70, 32.86)"
Tuscarawas  ,Ohio,1980,"35.79 (32.85, 38.72)"
Union  ,Ohio,1980,"38.39 (34.71, 42.31)"
Van Wert  ,Ohio,1980,"34.42 (31.17, 37.71)"
Vinton  ,Ohio,1980,"45.81 (40.71, 51.49)"
Warren  ,Ohio,1980,"41.04 (38.02, 44.28)"
Washington  ,Ohio,1980,"35.78 (32.66, 38.96)"
Wayne  ,Ohio,1980,"30.93 (28.40, 33.39)"
Williams  ,Ohio,1980,"30.87 (27.49, 34.09)"
Wood  ,Ohio,1980,"31.37 (28.51, 33.87)"
Wyandot  ,Ohio,1980,"29.31 (25.73, 32.93)"
Adair  ,Oklahoma,1980,"35.80 (31.87, 39.82)"
Alfalfa  ,Oklahoma,1980,"25.98 (22.65, 29.67)"
Atoka  ,Oklahoma,1980,"35.87 (31.77, 40.12)"
Beaver  ,Oklahoma,1980,"25.85 (22.34, 29.16)"
Beckham  ,Oklahoma,1980,"30.45 (27.66, 33.49)"
Blaine  ,Oklahoma,1980,"29.38 (25.98, 32.98)"
Bryan  ,Oklahoma,1980,"33.10 (30.10, 36.12)"
Caddo  ,Oklahoma,1980,"31.80 (28.69, 34.68)"
Canadian  ,Oklahoma,1980,"28.78 (26.34, 31.45)"
Carter  ,Oklahoma,1980,"31.75 (28.81, 34.54)"
Cherokee  ,Oklahoma,1980,"35.67 (32.20, 39.14)"
Choctaw  ,Oklahoma,1980,"37.54 (33.44, 41.29)"
Cimarron  ,Oklahoma,1980,"39.98 (34.70, 45.62)"
Cleveland  ,Oklahoma,1980,"31.24 (28.71, 33.74)"
Coal  ,Oklahoma,1980,"26.81 (22.87, 30.75)"
Comanche  ,Oklahoma,1980,"41.59 (38.48, 44.67)"
Cotton  ,Oklahoma,1980,"35.22 (31.22, 39.69)"
Craig  ,Oklahoma,1980,"31.42 (27.90, 34.90)"
Creek  ,Oklahoma,1980,"32.90 (30.08, 35.80)"
Custer  ,Oklahoma,1980,"31.38 (28.12, 34.73)"
Delaware  ,Oklahoma,1980,"33.49 (30.18, 36.82)"
Dewey  ,Oklahoma,1980,"34.56 (30.49, 38.82)"
Ellis  ,Oklahoma,1980,"28.57 (25.05, 32.44)"
Garfield  ,Oklahoma,1980,"31.42 (28.57, 34.21)"
Garvin  ,Oklahoma,1980,"30.98 (28.01, 33.99)"
Grady  ,Oklahoma,1980,"30.95 (28.21, 33.81)"
Grant  ,Oklahoma,1980,"28.01 (24.27, 31.52)"
Greer  ,Oklahoma,1980,"31.90 (28.02, 36.03)"
Harmon  ,Oklahoma,1980,"25.50 (21.68, 29.44)"
Harper  ,Oklahoma,1980,"27.86 (23.87, 32.10)"
Haskell  ,Oklahoma,1980,"30.26 (26.55, 33.83)"
Hughes  ,Oklahoma,1980,"30.12 (26.85, 33.68)"
Jackson  ,Oklahoma,1980,"31.84 (28.54, 35.07)"
Jefferson  ,Oklahoma,1980,"31.38 (27.82, 35.03)"
Johnston  ,Oklahoma,1980,"37.67 (33.59, 41.93)"
Kay  ,Oklahoma,1980,"31.74 (29.10, 34.49)"
Kingfisher  ,Oklahoma,1980,"30.19 (26.69, 33.62)"
Kiowa  ,Oklahoma,1980,"33.20 (29.73, 36.57)"
Latimer  ,Oklahoma,1980,"39.50 (34.82, 44.66)"
Le Flore  ,Oklahoma,1980,"34.60 (31.60, 37.60)"
Lincoln  ,Oklahoma,1980,"26.40 (23.75, 29.03)"
Logan  ,Oklahoma,1980,"27.22 (24.61, 30.06)"
Love  ,Oklahoma,1980,"33.53 (29.62, 37.66)"
Major  ,Oklahoma,1980,"22.09 (19.34, 25.11)"
Marshall  ,Oklahoma,1980,"31.91 (28.11, 35.89)"
Mayes  ,Oklahoma,1980,"32.58 (29.46, 35.75)"
McClain  ,Oklahoma,1980,"34.94 (31.49, 38.42)"
McCurtain  ,Oklahoma,1980,"37.68 (34.13, 41.13)"
McIntosh  ,Oklahoma,1980,"32.85 (29.29, 36.28)"
Murray  ,Oklahoma,1980,"33.94 (30.00, 37.77)"
Muskogee  ,Oklahoma,1980,"39.47 (36.37, 42.70)"
Noble  ,Oklahoma,1980,"29.98 (26.69, 33.66)"
Nowata  ,Oklahoma,1980,"30.09 (26.73, 33.92)"
Okfuskee  ,Oklahoma,1980,"28.82 (25.36, 32.05)"
Oklahoma  ,Oklahoma,1980,"37.18 (34.97, 39.12)"
Okmulgee  ,Oklahoma,1980,"32.46 (29.51, 35.34)"
Osage  ,Oklahoma,1980,"28.12 (25.23, 30.88)"
Ottawa  ,Oklahoma,1980,"38.27 (34.82, 41.93)"
Pawnee  ,Oklahoma,1980,"29.44 (26.36, 32.76)"
Payne  ,Oklahoma,1980,"25.40 (22.80, 27.79)"
Pittsburg  ,Oklahoma,1980,"28.75 (26.26, 31.38)"
Pontotoc  ,Oklahoma,1980,"33.26 (30.45, 36.16)"
Pottawatomie  ,Oklahoma,1980,"33.20 (30.48, 36.05)"
Pushmataha  ,Oklahoma,1980,"35.40 (31.54, 39.57)"
Roger Mills  ,Oklahoma,1980,"27.65 (23.91, 31.80)"
Rogers  ,Oklahoma,1980,"31.76 (28.94, 34.63)"
Seminole  ,Oklahoma,1980,"30.21 (27.19, 33.36)"
Sequoyah  ,Oklahoma,1980,"33.21 (30.13, 36.43)"
Stephens  ,Oklahoma,1980,"34.49 (31.61, 37.41)"
Texas  ,Oklahoma,1980,"40.34 (36.29, 44.60)"
Tillman  ,Oklahoma,1980,"30.70 (27.27, 34.19)"
Tulsa  ,Oklahoma,1980,"35.96 (33.92, 37.96)"
Wagoner  ,Oklahoma,1980,"26.19 (23.57, 28.70)"
Washington  ,Oklahoma,1980,"29.24 (26.59, 31.71)"
Washita  ,Oklahoma,1980,"27.00 (23.71, 30.36)"
Woods  ,Oklahoma,1980,"28.48 (24.89, 31.75)"
Woodward  ,Oklahoma,1980,"27.70 (24.72, 30.72)"
Baker  ,Oregon,1980,"44.57 (40.55, 48.75)"
Benton  ,Oregon,1980,"34.71 (31.63, 38.01)"
Clackamas  ,Oregon,1980,"35.39 (33.08, 37.77)"
Clatsop  ,Oregon,1980,"38.11 (34.66, 41.29)"
Columbia  ,Oregon,1980,"43.53 (39.87, 47.16)"
Coos  ,Oregon,1980,"41.45 (37.92, 44.96)"
Crook  ,Oregon,1980,"39.46 (34.85, 44.26)"
Curry  ,Oregon,1980,"33.02 (29.59, 36.35)"
Deschutes  ,Oregon,1980,"38.65 (35.29, 41.86)"
Douglas  ,Oregon,1980,"45.71 (42.68, 49.06)"
Gilliam  ,Oregon,1980,"37.76 (32.13, 43.77)"
Grant  ,Oregon,1980,"40.94 (36.43, 45.57)"
Harney  ,Oregon,1980,"57.38 (51.26, 63.34)"
Hood River  ,Oregon,1980,"39.01 (34.77, 43.21)"
Jackson  ,Oregon,1980,"36.69 (34.18, 39.13)"
Jefferson  ,Oregon,1980,"39.32 (35.16, 43.43)"
Josephine  ,Oregon,1980,"37.84 (34.62, 40.81)"
Klamath  ,Oregon,1980,"41.59 (38.03, 45.05)"
Lake  ,Oregon,1980,"39.93 (35.22, 44.88)"
Lane  ,Oregon,1980,"39.60 (37.24, 42.02)"
Lincoln  ,Oregon,1980,"35.74 (32.32, 39.14)"
Linn  ,Oregon,1980,"35.04 (32.22, 37.71)"
Malheur  ,Oregon,1980,"39.08 (35.63, 42.71)"
Marion  ,Oregon,1980,"34.61 (32.36, 36.98)"
Morrow  ,Oregon,1980,"42.04 (37.42, 47.00)"
Multnomah  ,Oregon,1980,"41.11 (38.68, 43.25)"
Polk  ,Oregon,1980,"29.20 (26.64, 31.78)"
Sherman  ,Oregon,1980,"36.67 (30.39, 43.69)"
Tillamook  ,Oregon,1980,"40.96 (36.99, 44.79)"
Umatilla  ,Oregon,1980,"45.38 (42.01, 48.60)"
Union  ,Oregon,1980,"50.25 (46.04, 54.98)"
Wallowa  ,Oregon,1980,"33.02 (29.40, 36.78)"
Wasco  ,Oregon,1980,"43.46 (39.87, 47.17)"
Washington  ,Oregon,1980,"36.23 (33.89, 38.51)"
Wheeler  ,Oregon,1980,"41.61 (35.70, 48.24)"
Yamhill  ,Oregon,1980,"35.32 (32.45, 38.40)"
Adams  ,Pennsylvania,1980,"31.14 (28.31, 33.77)"
Allegheny  ,Pennsylvania,1980,"32.81 (31.12, 34.36)"
Armstrong  ,Pennsylvania,1980,"32.97 (30.14, 35.96)"
Beaver  ,Pennsylvania,1980,"31.15 (28.93, 33.49)"
Bedford  ,Pennsylvania,1980,"33.82 (30.01, 37.88)"
Berks  ,Pennsylvania,1980,"30.21 (28.03, 32.16)"
Blair  ,Pennsylvania,1980,"39.12 (36.48, 41.59)"
Bradford  ,Pennsylvania,1980,"40.98 (37.63, 44.29)"
Bucks  ,Pennsylvania,1980,"37.05 (34.83, 39.20)"
Butler  ,Pennsylvania,1980,"33.07 (30.77, 35.56)"
Cambria  ,Pennsylvania,1980,"33.87 (30.28, 37.58)"
Cameron  ,Pennsylvania,1980,"37.27 (32.49, 42.46)"
Carbon  ,Pennsylvania,1980,"26.28 (22.07, 30.87)"
Centre  ,Pennsylvania,1980,"36.25 (33.18, 39.57)"
Chester  ,Pennsylvania,1980,"36.56 (34.22, 38.68)"
Clarion  ,Pennsylvania,1980,"32.74 (28.99, 36.30)"
Clearfield  ,Pennsylvania,1980,"39.99 (36.37, 43.93)"
Clinton  ,Pennsylvania,1980,"42.43 (38.79, 46.24)"
Columbia  ,Pennsylvania,1980,"36.01 (31.62, 40.53)"
Crawford  ,Pennsylvania,1980,"36.45 (33.50, 39.60)"
Cumberland  ,Pennsylvania,1980,"36.57 (33.94, 39.02)"
Dauphin  ,Pennsylvania,1980,"39.80 (37.22, 42.53)"
Delaware  ,Pennsylvania,1980,"37.76 (35.73, 39.78)"
Elk  ,Pennsylvania,1980,"33.08 (29.50, 36.48)"
Erie  ,Pennsylvania,1980,"34.88 (32.48, 37.23)"
Fayette  ,Pennsylvania,1980,"28.60 (25.13, 31.56)"
Forest  ,Pennsylvania,1980,"39.05 (33.40, 44.95)"
Franklin  ,Pennsylvania,1980,"35.06 (32.58, 37.69)"
Fulton  ,Pennsylvania,1980,"34.17 (29.26, 39.25)"
Greene  ,Pennsylvania,1980,"30.45 (26.53, 34.29)"
Huntingdon  ,Pennsylvania,1980,"35.83 (32.04, 39.69)"
Indiana  ,Pennsylvania,1980,"32.54 (28.98, 35.74)"
Jefferson  ,Pennsylvania,1980,"36.40 (32.80, 40.28)"
Juniata  ,Pennsylvania,1980,"38.67 (34.89, 42.82)"
Lackawanna  ,Pennsylvania,1980,"29.18 (26.06, 32.61)"
Lancaster  ,Pennsylvania,1980,"32.09 (30.06, 33.94)"
Lawrence  ,Pennsylvania,1980,"26.08 (23.76, 28.37)"
Lebanon  ,Pennsylvania,1980,"37.64 (34.74, 40.47)"
Lehigh  ,Pennsylvania,1980,"28.45 (26.54, 30.44)"
Luzerne  ,Pennsylvania,1980,"26.17 (23.32, 29.24)"
Lycoming  ,Pennsylvania,1980,"39.65 (37.01, 42.19)"
McKean  ,Pennsylvania,1980,"38.85 (35.45, 42.43)"
Mercer  ,Pennsylvania,1980,"31.06 (28.59, 33.29)"
Mifflin  ,Pennsylvania,1980,"33.37 (30.19, 36.64)"
Monroe  ,Pennsylvania,1980,"41.82 (38.55, 45.06)"
Montgomery  ,Pennsylvania,1980,"32.68 (30.76, 34.54)"
Montour  ,Pennsylvania,1980,"33.27 (28.20, 38.03)"
Northampton  ,Pennsylvania,1980,"34.59 (32.27, 36.91)"
Northumberland  ,Pennsylvania,1980,"30.86 (26.93, 35.05)"
Perry  ,Pennsylvania,1980,"41.40 (37.27, 45.53)"
Philadelphia  ,Pennsylvania,1980,"36.30 (34.49, 38.05)"
Pike  ,Pennsylvania,1980,"38.87 (34.93, 42.79)"
Potter  ,Pennsylvania,1980,"42.94 (38.50, 47.32)"
Schuylkill  ,Pennsylvania,1980,"26.49 (23.17, 30.39)"
Snyder  ,Pennsylvania,1980,"34.75 (30.64, 38.83)"
Somerset  ,Pennsylvania,1980,"32.30 (28.22, 36.21)"
Sullivan  ,Pennsylvania,1980,"41.23 (34.61, 48.19)"
Susquehanna  ,Pennsylvania,1980,"37.45 (33.36, 41.48)"
Tioga  ,Pennsylvania,1980,"37.82 (34.13, 41.55)"
Union  ,Pennsylvania,1980,"34.81 (31.14, 38.49)"
Venango  ,Pennsylvania,1980,"45.14 (41.47, 48.81)"
Warren  ,Pennsylvania,1980,"37.71 (34.18, 40.90)"
Washington  ,Pennsylvania,1980,"33.38 (30.82, 35.83)"
Wayne  ,Pennsylvania,1980,"36.06 (32.38, 39.66)"
Westmoreland  ,Pennsylvania,1980,"30.28 (28.19, 32.35)"
Wyoming  ,Pennsylvania,1980,"34.68 (29.59, 39.36)"
York  ,Pennsylvania,1980,"30.61 (28.71, 32.38)"
Bristol  ,Rhode Island,1980,"31.80 (28.86, 34.84)"
Kent  ,Rhode Island,1980,"31.70 (29.48, 33.99)"
Newport  ,Rhode Island,1980,"27.21 (24.55, 29.86)"
Providence  ,Rhode Island,1980,"30.91 (28.98, 32.64)"
Washington  ,Rhode Island,1980,"33.29 (30.32, 35.90)"
Abbeville  ,South Carolina,1980,"27.35 (24.39, 30.50)"
Aiken  ,South Carolina,1980,"36.22 (33.05, 38.97)"
Allendale  ,South Carolina,1980,"22.64 (19.38, 26.16)"
Anderson  ,South Carolina,1980,"32.28 (29.63, 34.76)"
Bamberg  ,South Carolina,1980,"27.47 (23.83, 31.18)"
Barnwell  ,South Carolina,1980,"27.74 (23.99, 31.41)"
Beaufort  ,South Carolina,1980,"24.61 (21.73, 27.15)"
Berkeley  ,South Carolina,1980,"39.57 (35.89, 43.21)"
Calhoun  ,South Carolina,1980,"24.30 (20.86, 27.95)"
Charleston  ,South Carolina,1980,"33.98 (31.06, 36.49)"
Cherokee  ,South Carolina,1980,"34.37 (30.96, 38.02)"
Chester  ,South Carolina,1980,"30.37 (26.50, 34.13)"
Chesterfield  ,South Carolina,1980,"27.83 (24.86, 30.76)"
Clarendon  ,South Carolina,1980,"24.33 (21.24, 27.70)"
Colleton  ,South Carolina,1980,"35.56 (31.87, 39.50)"
Darlington  ,South Carolina,1980,"32.50 (29.08, 35.75)"
Dillon  ,South Carolina,1980,"35.35 (31.20, 39.31)"
Dorchester  ,South Carolina,1980,"38.28 (34.05, 42.31)"
Edgefield  ,South Carolina,1980,"32.73 (28.40, 36.99)"
Fairfield  ,South Carolina,1980,"35.41 (31.61, 39.95)"
Florence  ,South Carolina,1980,"27.88 (24.83, 30.87)"
Georgetown  ,South Carolina,1980,"27.12 (23.98, 30.38)"
Greenville  ,South Carolina,1980,"33.21 (30.82, 35.41)"
Greenwood  ,South Carolina,1980,"27.36 (24.63, 30.17)"
Hampton  ,South Carolina,1980,"30.81 (26.93, 34.66)"
Horry  ,South Carolina,1980,"28.63 (25.99, 31.13)"
Jasper  ,South Carolina,1980,"27.96 (23.93, 32.27)"
Kershaw  ,South Carolina,1980,"28.78 (25.75, 31.73)"
Lancaster  ,South Carolina,1980,"30.21 (27.53, 33.19)"
Laurens  ,South Carolina,1980,"27.85 (25.28, 30.58)"
Lee  ,South Carolina,1980,"25.57 (21.96, 29.49)"
Lexington  ,South Carolina,1980,"39.62 (36.69, 42.50)"
Marion  ,South Carolina,1980,"27.39 (23.60, 31.38)"
Marlboro  ,South Carolina,1980,"27.99 (24.37, 31.53)"
McCormick  ,South Carolina,1980,"26.58 (22.22, 30.80)"
Newberry  ,South Carolina,1980,"30.94 (27.90, 34.14)"
Oconee  ,South Carolina,1980,"29.44 (26.91, 32.09)"
Orangeburg  ,South Carolina,1980,"28.69 (26.08, 31.36)"
Pickens  ,South Carolina,1980,"24.50 (21.84, 26.97)"
Richland  ,South Carolina,1980,"37.80 (35.06, 40.48)"
Saluda  ,South Carolina,1980,"27.54 (23.90, 31.31)"
Spartanburg  ,South Carolina,1980,"32.60 (29.97, 34.79)"
Sumter  ,South Carolina,1980,"27.62 (24.75, 30.36)"
Union  ,South Carolina,1980,"27.11 (23.87, 30.21)"
Williamsburg  ,South Carolina,1980,"23.68 (20.38, 26.95)"
York  ,South Carolina,1980,"31.14 (28.39, 33.75)"
Aurora  ,South Dakota,1980,"33.34 (28.52, 37.89)"
Beadle  ,South Dakota,1980,"27.10 (23.98, 30.37)"
Bennett  ,South Dakota,1980,"45.60 (38.52, 53.33)"
Bon Homme  ,South Dakota,1980,"26.36 (22.71, 30.44)"
Brookings  ,South Dakota,1980,"21.16 (18.66, 23.68)"
Brown  ,South Dakota,1980,"23.31 (20.90, 25.85)"
Brule  ,South Dakota,1980,"28.73 (24.56, 33.03)"
Buffalo  ,South Dakota,1980,"46.16 (36.23, 56.85)"
Butte  ,South Dakota,1980,"40.52 (35.78, 45.60)"
Campbell  ,South Dakota,1980,"22.23 (18.06, 26.70)"
Charles Mix  ,South Dakota,1980,"34.28 (29.98, 39.19)"
Clark  ,South Dakota,1980,"24.65 (21.30, 28.37)"
Clay  ,South Dakota,1980,"26.72 (22.54, 30.98)"
Codington  ,South Dakota,1980,"24.54 (21.50, 27.78)"
Corson  ,South Dakota,1980,"31.08 (26.00, 36.09)"
Custer  ,South Dakota,1980,"46.57 (40.60, 52.63)"
Davison  ,South Dakota,1980,"34.14 (30.10, 38.01)"
Day  ,South Dakota,1980,"24.00 (20.57, 27.52)"
