County Name,State Name,year,Mortality Rate
Autauga,Alabama,1980,"41.29 (37.35, 45.60)"
Baldwin,Alabama,1980,"31.81 (29.21, 34.27)"
Barbour,Alabama,1980,"35.83 (32.21, 39.48)"
Bibb,Alabama,1980,"39.77 (35.50, 44.07)"
Blount,Alabama,1980,"37.80 (34.36, 41.41)"
Bullock,Alabama,1980,"28.08 (24.01, 32.08)"
Butler,Alabama,1980,"27.61 (24.42, 30.79)"
Calhoun,Alabama,1980,"43.92 (40.82, 47.15)"
Chambers  ,Alabama,1980,"33.47 (30.44, 36.50)"
Cherokee  ,Alabama,1980,"34.89 (31.55, 38.53)"
Chilton  ,Alabama,1980,"35.91 (32.43, 39.42)"
Choctaw  ,Alabama,1980,"28.51 (25.16, 31.94)"
Clarke  ,Alabama,1980,"35.99 (32.35, 39.73)"
Clay  ,Alabama,1980,"37.96 (33.97, 42.33)"
Cleburne  ,Alabama,1980,"40.82 (36.67, 45.16)"
Coffee  ,Alabama,1980,"40.21 (36.58, 44.06)"
Colbert  ,Alabama,1980,"32.26 (29.25, 35.28)"
Conecuh  ,Alabama,1980,"26.80 (22.95, 30.43)"
Coosa  ,Alabama,1980,"34.91 (30.97, 38.93)"
Covington  ,Alabama,1980,"34.39 (31.29, 37.51)"
Crenshaw  ,Alabama,1980,"43.05 (38.69, 47.39)"
Cullman  ,Alabama,1980,"39.98 (36.88, 43.10)"
Dale  ,Alabama,1980,"38.19 (34.57, 41.71)"
Dallas  ,Alabama,1980,"34.18 (30.71, 37.54)"
DeKalb  ,Alabama,1980,"32.90 (30.00, 35.94)"
Elmore  ,Alabama,1980,"36.00 (32.76, 39.05)"
Escambia  ,Alabama,1980,"32.95 (29.84, 36.02)"
Etowah  ,Alabama,1980,"35.76 (33.15, 38.40)"
Fayette  ,Alabama,1980,"32.44 (29.02, 36.04)"
Franklin  ,Alabama,1980,"37.30 (33.98, 40.78)"
Geneva  ,Alabama,1980,"43.86 (39.75, 47.81)"
Greene  ,Alabama,1980,"24.44 (20.69, 28.18)"
Hale  ,Alabama,1980,"25.34 (21.90, 28.92)"
Henry  ,Alabama,1980,"35.24 (30.66, 39.63)"
Houston  ,Alabama,1980,"37.51 (33.99, 40.78)"
Jackson  ,Alabama,1980,"36.67 (33.52, 40.14)"
Jefferson  ,Alabama,1980,"40.05 (37.82, 42.09)"
Lamar  ,Alabama,1980,"35.01 (31.20, 39.12)"
Lauderdale  ,Alabama,1980,"33.30 (30.59, 35.96)"
Lawrence  ,Alabama,1980,"34.55 (31.34, 37.95)"
Lee  ,Alabama,1980,"29.99 (27.17, 32.81)"
Limestone  ,Alabama,1980,"31.96 (28.90, 34.98)"
Lowndes  ,Alabama,1980,"24.21 (20.80, 27.64)"
Macon  ,Alabama,1980,"20.99 (18.32, 23.92)"
Madison  ,Alabama,1980,"32.63 (30.09, 35.07)"
Marengo  ,Alabama,1980,"30.71 (27.10, 34.38)"
Marion  ,Alabama,1980,"34.19 (31.09, 37.39)"
Marshall  ,Alabama,1980,"33.09 (30.39, 35.81)"
Mobile  ,Alabama,1980,"37.05 (34.24, 39.31)"
Monroe  ,Alabama,1980,"31.02 (27.37, 34.47)"
Montgomery  ,Alabama,1980,"34.16 (31.67, 36.59)"
Morgan  ,Alabama,1980,"34.73 (32.10, 37.47)"
Perry  ,Alabama,1980,"25.67 (22.08, 29.25)"
Pickens  ,Alabama,1980,"27.09 (24.05, 30.25)"
Pike  ,Alabama,1980,"32.67 (29.32, 36.26)"
Randolph  ,Alabama,1980,"29.43 (26.11, 32.78)"
Russell  ,Alabama,1980,"39.56 (36.19, 42.97)"
Saint Clair  ,Alabama,1980,"43.62 (39.95, 47.28)"
Shelby  ,Alabama,1980,"47.67 (44.30, 51.51)"
Sumter  ,Alabama,1980,"28.70 (24.95, 32.17)"
Talladega  ,Alabama,1980,"35.08 (32.30, 37.74)"
Tallapoosa  ,Alabama,1980,"35.84 (32.64, 38.85)"
Tuscaloosa  ,Alabama,1980,"33.70 (30.67, 36.27)"
Walker  ,Alabama,1980,"43.78 (39.88, 47.54)"
Washington  ,Alabama,1980,"32.71 (28.98, 36.42)"
Wilcox  ,Alabama,1980,"27.24 (23.38, 30.88)"
Winston  ,Alabama,1980,"35.69 (31.68, 39.58)"
Aleutians East  ,Alaska,1980,"60.78 (45.68, 78.33)"
Aleutians West  ,Alaska,1980,"60.78 (45.68, 78.33)"
Anchorage  ,Alaska,1980,"48.37 (43.07, 53.67)"
Bethel  ,Alaska,1980,"56.74 (47.15, 67.01)"
Bristol Bay  ,Alaska,1980,"54.03 (36.33, 74.00)"
Denali  ,Alaska,1980,"55.46 (47.56, 63.83)"
Dillingham  ,Alaska,1980,"68.66 (56.17, 81.79)"
Fairbanks North Star  ,Alaska,1980,"38.79 (32.90, 44.46)"
Haines  ,Alaska,1980,"33.26 (24.38, 42.89)"
Hoonah-Angoon  ,Alaska,1980,"36.25 (29.33, 44.03)"
Juneau  ,Alaska,1980,"39.73 (33.14, 46.13)"
Kenai Peninsula  ,Alaska,1980,"46.49 (41.02, 52.22)"
Ketchikan Gateway  ,Alaska,1980,"41.88 (36.05, 48.34)"
Kodiak Island  ,Alaska,1980,"48.43 (38.92, 58.67)"
Kusilvak,Alaska,1980,"94.14 (78.24, 112.10)"
Lake and Peninsula  ,Alaska,1980,"68.66 (56.17, 81.79)"
Matanuska-Susitna  ,Alaska,1980,"42.85 (37.79, 47.78)"
Nome,Alaska,1980,"66.29 (55.39, 76.80)"
North Slope  ,Alaska,1980,"114.04 (90.44, 137.97)"
Northwest Arctic  ,Alaska,1980,"59.88 (49.03, 70.70)"
Petersburg  ,Alaska,1980,"41.88 (36.05, 48.34)"
Prince of Wales-Hyder,Alaska,1980,"41.88 (36.05, 48.34)"
Sitka  ,Alaska,1980,"44.68 (35.93, 54.12)"
Skagway  ,Alaska,1980,"36.25 (29.33, 44.03)"
Southeast Fairbanks,Alaska,1980,"38.37 (31.48, 46.00)"
Valdez-Cordova,Alaska,1980,"46.03 (39.11, 53.15)"
Wrangell  ,Alaska,1980,"41.88 (36.05, 48.34)"
Yakutat,Alaska,1980,"36.25 (29.33, 44.03)"
Yukon-Koyukuk,Alaska,1980,"55.46 (47.56, 63.83)"
Apache  ,Arizona,1980,"32.89 (28.52, 36.39)"
Cochise  ,Arizona,1980,"42.82 (39.51, 46.17)"
Coconino  ,Arizona,1980,"32.30 (28.76, 35.44)"
Gila  ,Arizona,1980,"39.60 (36.13, 43.05)"
Graham  ,Arizona,1980,"44.88 (40.66, 48.74)"
Greenlee  ,Arizona,1980,"53.39 (46.93, 59.90)"
La Paz  ,Arizona,1980,"46.92 (43.95, 49.80)"
Maricopa  ,Arizona,1980,"46.75 (44.44, 48.80)"
Mohave  ,Arizona,1980,"49.95 (46.50, 53.53)"
Navajo  ,Arizona,1980,"34.33 (30.79, 37.34)"
Pima  ,Arizona,1980,"53.58 (50.89, 56.28)"
Pinal  ,Arizona,1980,"58.31 (54.21, 62.57)"
Santa Cruz  ,Arizona,1980,"33.37 (28.83, 38.03)"
Yavapai  ,Arizona,1980,"49.14 (45.67, 52.42)"
Yuma  ,Arizona,1980,"46.92 (43.95, 49.80)"
Arkansas  ,Arkansas,1980,"30.89 (27.51, 34.16)"
Ashley  ,Arkansas,1980,"36.17 (32.23, 40.10)"
Baxter  ,Arkansas,1980,"29.39 (26.38, 32.24)"
Benton  ,Arkansas,1980,"30.92 (28.30, 33.47)"
Boone  ,Arkansas,1980,"30.47 (26.99, 33.71)"
Bradley  ,Arkansas,1980,"26.86 (23.22, 30.79)"
Calhoun  ,Arkansas,1980,"36.05 (31.18, 41.52)"
Carroll  ,Arkansas,1980,"30.38 (27.27, 33.85)"
Chicot  ,Arkansas,1980,"29.03 (25.76, 32.36)"
Clark  ,Arkansas,1980,"31.37 (27.93, 35.20)"
Clay  ,Arkansas,1980,"35.12 (31.43, 38.91)"
Cleburne  ,Arkansas,1980,"27.71 (24.77, 31.06)"
Cleveland  ,Arkansas,1980,"44.72 (39.87, 49.81)"
Columbia  ,Arkansas,1980,"24.56 (21.52, 27.66)"
Conway  ,Arkansas,1980,"32.77 (29.05, 36.50)"
Craighead  ,Arkansas,1980,"34.89 (31.71, 37.80)"
Crawford  ,Arkansas,1980,"35.52 (32.12, 38.93)"
Crittenden  ,Arkansas,1980,"39.17 (35.34, 43.19)"
Cross  ,Arkansas,1980,"30.49 (26.94, 34.11)"
Dallas  ,Arkansas,1980,"34.36 (30.25, 38.73)"
Desha  ,Arkansas,1980,"30.21 (26.54, 34.00)"
Drew  ,Arkansas,1980,"34.81 (30.74, 38.78)"
Faulkner  ,Arkansas,1980,"32.41 (29.40, 35.35)"
Franklin  ,Arkansas,1980,"35.75 (31.81, 39.75)"
Fulton  ,Arkansas,1980,"32.57 (28.96, 36.45)"
Garland  ,Arkansas,1980,"34.07 (31.31, 36.63)"
Grant  ,Arkansas,1980,"36.79 (32.31, 41.31)"
Greene  ,Arkansas,1980,"32.51 (29.07, 35.85)"
Hempstead  ,Arkansas,1980,"27.04 (23.76, 30.19)"
Hot Spring  ,Arkansas,1980,"35.89 (32.14, 39.51)"
Howard  ,Arkansas,1980,"32.41 (28.81, 36.10)"
Independence  ,Arkansas,1980,"32.21 (29.05, 35.42)"
Izard  ,Arkansas,1980,"29.21 (25.96, 32.90)"
Jackson  ,Arkansas,1980,"33.65 (30.17, 37.07)"
Jefferson  ,Arkansas,1980,"33.58 (30.51, 36.47)"
Johnson  ,Arkansas,1980,"35.86 (31.26, 40.20)"
Lafayette  ,Arkansas,1980,"28.41 (24.58, 32.23)"
Lawrence  ,Arkansas,1980,"33.45 (29.88, 37.36)"
Lee  ,Arkansas,1980,"34.17 (29.86, 38.55)"
Lincoln  ,Arkansas,1980,"32.01 (27.45, 36.68)"
Little River  ,Arkansas,1980,"27.29 (23.72, 30.73)"
Logan  ,Arkansas,1980,"32.49 (28.73, 36.48)"
Lonoke  ,Arkansas,1980,"39.07 (35.38, 42.89)"
Madison  ,Arkansas,1980,"39.38 (35.40, 43.67)"
Marion  ,Arkansas,1980,"26.12 (22.76, 29.29)"
Miller  ,Arkansas,1980,"37.56 (33.92, 41.19)"
Mississippi  ,Arkansas,1980,"42.09 (38.65, 45.55)"
Monroe  ,Arkansas,1980,"30.13 (26.05, 34.53)"
Montgomery  ,Arkansas,1980,"35.74 (31.54, 40.09)"
Nevada  ,Arkansas,1980,"31.81 (27.64, 36.38)"
Newton  ,Arkansas,1980,"31.72 (27.18, 36.63)"
Ouachita  ,Arkansas,1980,"28.10 (25.00, 31.35)"
Perry  ,Arkansas,1980,"46.44 (41.41, 51.87)"
Phillips  ,Arkansas,1980,"36.43 (32.68, 39.80)"
Pike  ,Arkansas,1980,"36.04 (32.03, 40.44)"
Poinsett  ,Arkansas,1980,"44.16 (39.95, 48.80)"
Polk  ,Arkansas,1980,"30.80 (27.63, 34.19)"
Pope  ,Arkansas,1980,"33.47 (30.26, 36.84)"
Prairie  ,Arkansas,1980,"32.04 (27.49, 36.40)"
Pulaski  ,Arkansas,1980,"39.29 (36.60, 41.68)"
Randolph  ,Arkansas,1980,"31.01 (27.51, 34.47)"
Saint Francis  ,Arkansas,1980,"34.53 (30.54, 38.64)"
Saline  ,Arkansas,1980,"32.58 (29.82, 35.66)"
Scott  ,Arkansas,1980,"29.59 (25.68, 33.63)"
Searcy  ,Arkansas,1980,"27.15 (23.61, 30.69)"
Sebastian  ,Arkansas,1980,"27.49 (25.05, 29.83)"
Sevier  ,Arkansas,1980,"32.66 (28.51, 37.20)"
Sharp  ,Arkansas,1980,"29.89 (26.72, 33.26)"
Stone  ,Arkansas,1980,"33.94 (29.82, 38.59)"
Union  ,Arkansas,1980,"31.53 (28.70, 34.23)"
Van Buren  ,Arkansas,1980,"30.93 (27.51, 34.46)"
Washington  ,Arkansas,1980,"39.89 (36.87, 42.87)"
White  ,Arkansas,1980,"34.52 (31.65, 37.39)"
Woodruff  ,Arkansas,1980,"35.76 (31.04, 40.73)"
Yell  ,Arkansas,1980,"33.24 (29.64, 36.95)"
Alameda  ,California,1980,"36.12 (33.89, 37.95)"
Alpine  ,California,1980,"40.98 (34.17, 48.18)"
Amador  ,California,1980,"38.57 (34.77, 42.40)"
Butte  ,California,1980,"50.74 (47.60, 53.59)"
Calaveras  ,California,1980,"44.04 (40.36, 47.90)"
Colusa  ,California,1980,"49.00 (43.46, 54.49)"
Contra Costa  ,California,1980,"38.30 (35.91, 40.35)"
Del Norte  ,California,1980,"55.87 (50.40, 61.51)"
El Dorado  ,California,1980,"43.46 (40.20, 46.84)"
Fresno  ,California,1980,"40.83 (38.40, 43.00)"
Glenn  ,California,1980,"47.54 (43.48, 51.49)"
Humboldt  ,California,1980,"58.06 (54.72, 61.56)"
Imperial  ,California,1980,"61.45 (57.02, 65.99)"
Inyo  ,California,1980,"47.20 (43.33, 51.08)"
Kern  ,California,1980,"48.22 (45.50, 50.84)"
Kings  ,California,1980,"45.16 (41.48, 48.97)"
Lake  ,California,1980,"52.21 (48.35, 56.11)"
Lassen  ,California,1980,"57.63 (52.56, 62.98)"
Los Angeles  ,California,1980,"33.95 (32.26, 35.35)"
Madera  ,California,1980,"39.10 (35.99, 42.31)"
Marin  ,California,1980,"40.69 (38.00, 43.32)"
Mariposa  ,California,1980,"40.21 (35.74, 44.38)"
Mendocino  ,California,1980,"49.69 (46.25, 53.37)"
Merced  ,California,1980,"41.48 (38.29, 44.43)"
Modoc  ,California,1980,"50.47 (45.63, 55.40)"
Mono  ,California,1980,"34.69 (30.56, 39.33)"
Monterey  ,California,1980,"38.74 (35.88, 41.18)"
Napa  ,California,1980,"39.40 (36.57, 42.05)"
Nevada  ,California,1980,"35.04 (32.09, 37.83)"
Orange  ,California,1980,"36.07 (34.16, 37.85)"
Placer  ,California,1980,"50.17 (47.22, 53.23)"
Plumas  ,California,1980,"47.57 (43.39, 52.00)"
Riverside  ,California,1980,"45.26 (42.74, 47.34)"
Sacramento  ,California,1980,"49.28 (46.76, 51.61)"
San Benito  ,California,1980,"38.16 (34.36, 42.02)"
San Bernardino  ,California,1980,"48.45 (45.72, 50.77)"
San Diego  ,California,1980,"41.96 (39.51, 43.88)"
San Francisco  ,California,1980,"38.53 (36.19, 40.59)"
San Joaquin  ,California,1980,"44.75 (42.07, 47.29)"
San Luis Obispo  ,California,1980,"42.74 (39.66, 45.53)"
San Mateo  ,California,1980,"36.96 (34.76, 39.09)"
Santa Barbara  ,California,1980,"35.74 (33.20, 37.88)"
Santa Clara  ,California,1980,"39.25 (37.18, 41.17)"
Santa Cruz  ,California,1980,"41.35 (38.67, 44.00)"
Shasta  ,California,1980,"52.69 (49.37, 55.94)"
Sierra  ,California,1980,"45.00 (39.46, 51.48)"
Siskiyou  ,California,1980,"38.47 (35.47, 41.62)"
Solano  ,California,1980,"46.70 (43.58, 49.50)"
Sonoma  ,California,1980,"36.58 (34.19, 38.80)"
Stanislaus  ,California,1980,"51.11 (48.19, 53.82)"
Sutter  ,California,1980,"48.09 (44.10, 52.04)"
Tehama  ,California,1980,"47.36 (43.61, 51.03)"
Trinity  ,California,1980,"50.11 (45.33, 55.26)"
Tulare  ,California,1980,"46.28 (43.28, 48.93)"
Tuolumne  ,California,1980,"38.58 (35.32, 41.75)"
Ventura  ,California,1980,"39.43 (36.88, 41.68)"
Yolo  ,California,1980,"53.02 (49.30, 56.36)"
Yuba  ,California,1980,"56.62 (52.10, 60.69)"
Adams  ,Colorado,1980,"51.54 (49.18, 53.62)"
Alamosa  ,Colorado,1980,"46.04 (41.18, 51.09)"
Arapahoe  ,Colorado,1980,"51.54 (49.18, 53.62)"
Archuleta  ,Colorado,1980,"46.09 (40.43, 52.50)"
Baca  ,Colorado,1980,"34.42 (30.15, 38.59)"
Bent  ,Colorado,1980,"48.79 (43.57, 54.16)"
Boulder  ,Colorado,1980,"51.54 (49.18, 53.62)"
Broomfield  ,Colorado,1980,"51.54 (49.18, 53.62)"
Chaffee  ,Colorado,1980,"50.52 (45.37, 55.91)"
Cheyenne  ,Colorado,1980,"47.37 (40.52, 54.69)"
Clear Creek  ,Colorado,1980,"50.72 (44.03, 57.85)"
Conejos  ,Colorado,1980,"44.32 (38.83, 50.08)"
Costilla  ,Colorado,1980,"32.09 (27.00, 37.42)"
Crowley  ,Colorado,1980,"66.07 (58.39, 74.21)"
Custer  ,Colorado,1980,"36.91 (30.93, 43.42)"
Delta  ,Colorado,1980,"43.99 (39.80, 47.77)"
Denver  ,Colorado,1980,"51.54 (49.18, 53.62)"
Dolores  ,Colorado,1980,"52.68 (43.39, 62.25)"
Douglas  ,Colorado,1980,"43.29 (38.91, 47.67)"
Eagle  ,Colorado,1980,"40.86 (35.65, 46.32)"
El Paso  ,Colorado,1980,"50.76 (47.87, 53.76)"
Elbert  ,Colorado,1980,"50.71 (44.98, 56.85)"
Fremont  ,Colorado,1980,"60.78 (56.41, 65.17)"
Garfield  ,Colorado,1980,"54.26 (49.69, 58.67)"
Gilpin  ,Colorado,1980,"45.20 (37.57, 53.81)"
Grand  ,Colorado,1980,"40.66 (35.72, 45.88)"
Gunnison  ,Colorado,1980,"43.33 (38.63, 48.56)"
Hinsdale  ,Colorado,1980,"32.43 (26.65, 39.01)"
Huerfano  ,Colorado,1980,"41.43 (36.60, 46.36)"
Jackson  ,Colorado,1980,"47.25 (39.82, 55.59)"
Jefferson  ,Colorado,1980,"51.54 (49.18, 53.62)"
Kiowa  ,Colorado,1980,"54.77 (47.34, 62.28)"
Kit Carson  ,Colorado,1980,"53.47 (48.21, 59.58)"
La Plata  ,Colorado,1980,"49.57 (44.82, 54.49)"
Lake  ,Colorado,1980,"66.88 (57.45, 76.32)"
Larimer  ,Colorado,1980,"46.59 (43.74, 49.23)"
Las Animas  ,Colorado,1980,"31.42 (27.85, 35.20)"
Lincoln  ,Colorado,1980,"48.08 (43.31, 52.84)"
Logan  ,Colorado,1980,"50.42 (45.69, 55.11)"
Mesa  ,Colorado,1980,"47.77 (44.43, 50.96)"
Mineral  ,Colorado,1980,"43.95 (36.07, 53.19)"
Moffat  ,Colorado,1980,"51.00 (45.36, 56.82)"
Montezuma  ,Colorado,1980,"52.93 (47.63, 58.05)"
Montrose  ,Colorado,1980,"51.23 (46.87, 55.77)"
Morgan  ,Colorado,1980,"47.83 (43.44, 52.21)"
Otero  ,Colorado,1980,"51.11 (46.59, 55.23)"
Ouray  ,Colorado,1980,"34.90 (28.98, 41.45)"
Park  ,Colorado,1980,"39.48 (34.69, 45.00)"
Phillips  ,Colorado,1980,"37.59 (32.77, 42.53)"
Pitkin  ,Colorado,1980,"27.31 (23.33, 31.47)"
Prowers  ,Colorado,1980,"52.25 (47.11, 57.95)"
Pueblo  ,Colorado,1980,"46.22 (43.02, 49.39)"
Rio Blanco  ,Colorado,1980,"49.43 (43.08, 56.28)"
Rio Grande  ,Colorado,1980,"59.14 (53.26, 65.71)"
Routt  ,Colorado,1980,"49.68 (44.11, 55.23)"
Saguache  ,Colorado,1980,"51.09 (45.48, 57.30)"
San Juan  ,Colorado,1980,"44.33 (35.62, 53.95)"
San Miguel  ,Colorado,1980,"32.87 (27.00, 39.48)"
Sedgwick  ,Colorado,1980,"44.59 (38.85, 50.28)"
Summit  ,Colorado,1980,"21.19 (17.91, 24.51)"
Teller  ,Colorado,1980,"47.79 (42.25, 53.88)"
Washington  ,Colorado,1980,"50.46 (44.86, 56.44)"
Weld  ,Colorado,1980,"51.54 (49.18, 53.62)"
Yuma  ,Colorado,1980,"43.82 (39.40, 48.24)"
Fairfield  ,Connecticut,1980,"30.21 (28.35, 31.77)"
Hartford  ,Connecticut,1980,"28.63 (26.99, 30.13)"
Litchfield  ,Connecticut,1980,"33.07 (30.80, 35.21)"
Middlesex  ,Connecticut,1980,"29.40 (27.12, 31.78)"
New Haven  ,Connecticut,1980,"28.91 (27.10, 30.54)"
New London  ,Connecticut,1980,"34.45 (32.17, 36.60)"
Tolland  ,Connecticut,1980,"35.02 (32.18, 37.88)"
Windham  ,Connecticut,1980,"39.31 (36.30, 42.40)"
Kent  ,Delaware,1980,"37.11 (34.03, 39.82)"
New Castle  ,Delaware,1980,"32.64 (30.44, 34.51)"
Sussex  ,Delaware,1980,"38.39 (35.52, 41.23)"
District of Columbia,District of Columbia,1980,"27.90 (25.67, 29.87)"
Alachua  ,Florida,1980,"40.19 (36.87, 43.37)"
Baker  ,Florida,1980,"62.42 (57.09, 67.92)"
Bay  ,Florida,1980,"46.57 (43.32, 49.93)"
Bradford  ,Florida,1980,"53.03 (48.06, 58.47)"
Brevard  ,Florida,1980,"36.16 (33.96, 38.30)"
Broward  ,Florida,1980,"28.60 (27.12, 29.87)"
Calhoun  ,Florida,1980,"44.30 (39.18, 49.56)"
Charlotte  ,Florida,1980,"22.42 (20.40, 24.26)"
Citrus  ,Florida,1980,"26.55 (24.21, 28.73)"
Clay  ,Florida,1980,"42.76 (39.32, 45.99)"
Collier  ,Florida,1980,"30.65 (28.38, 32.90)"
Columbia  ,Florida,1980,"52.86 (48.30, 57.11)"
DeSoto  ,Florida,1980,"37.08 (33.33, 40.95)"
Dixie  ,Florida,1980,"45.99 (40.96, 51.01)"
Duval  ,Florida,1980,"50.75 (47.99, 53.23)"
Escambia  ,Florida,1980,"35.05 (32.62, 37.36)"
Flagler  ,Florida,1980,"25.36 (22.33, 28.56)"
Franklin  ,Florida,1980,"40.13 (35.06, 45.71)"
Gadsden  ,Florida,1980,"33.01 (29.51, 36.13)"
Gilchrist  ,Florida,1980,"52.22 (46.29, 58.21)"
Glades  ,Florida,1980,"33.30 (29.55, 37.31)"
Gulf  ,Florida,1980,"42.61 (37.65, 47.73)"
Hamilton  ,Florida,1980,"44.08 (39.02, 49.08)"
Hardee  ,Florida,1980,"36.52 (32.48, 40.75)"
Hendry  ,Florida,1980,"38.91 (35.11, 43.22)"
Hernando  ,Florida,1980,"26.43 (24.12, 28.58)"
Highlands  ,Florida,1980,"28.83 (26.55, 31.16)"
Hillsborough  ,Florida,1980,"45.51 (43.08, 47.73)"
Holmes  ,Florida,1980,"48.68 (43.55, 54.02)"
Indian River  ,Florida,1980,"27.51 (24.81, 29.92)"
Jackson  ,Florida,1980,"37.14 (33.47, 40.71)"
Jefferson  ,Florida,1980,"34.79 (30.40, 39.10)"
Lafayette  ,Florida,1980,"51.33 (44.67, 58.22)"
Lake  ,Florida,1980,"30.91 (28.45, 33.02)"
Lee  ,Florida,1980,"27.70 (25.69, 29.37)"
Leon  ,Florida,1980,"39.11 (36.00, 41.74)"
Levy  ,Florida,1980,"39.13 (35.32, 42.79)"
Liberty  ,Florida,1980,"52.73 (46.44, 59.30)"
Madison  ,Florida,1980,"36.06 (31.82, 40.04)"
Manatee  ,Florida,1980,"34.13 (31.75, 36.32)"
Marion  ,Florida,1980,"34.28 (31.88, 36.60)"
Martin  ,Florida,1980,"27.27 (24.94, 29.39)"
Miami-Dade  ,Florida,1980,"27.85 (26.33, 29.18)"
Monroe  ,Florida,1980,"34.07 (31.00, 37.05)"
Nassau  ,Florida,1980,"49.15 (44.75, 53.89)"
Okaloosa  ,Florida,1980,"36.87 (33.90, 39.64)"
Okeechobee  ,Florida,1980,"46.09 (42.19, 50.37)"
Orange  ,Florida,1980,"45.80 (43.21, 48.30)"
Osceola  ,Florida,1980,"41.79 (38.79, 44.67)"
Palm Beach  ,Florida,1980,"25.20 (23.74, 26.51)"
Pasco  ,Florida,1980,"30.07 (27.97, 31.92)"
Pinellas  ,Florida,1980,"32.37 (30.46, 33.89)"
Polk  ,Florida,1980,"35.91 (33.52, 37.86)"
Putnam  ,Florida,1980,"42.72 (39.33, 46.04)"
Saint Johns  ,Florida,1980,"39.88 (37.01, 42.85)"
Saint Lucie  ,Florida,1980,"27.58 (25.29, 29.82)"
Santa Rosa  ,Florida,1980,"36.09 (32.51, 39.12)"
Sarasota  ,Florida,1980,"28.65 (26.55, 30.44)"
Seminole  ,Florida,1980,"38.29 (35.46, 40.73)"
Sumter  ,Florida,1980,"32.51 (29.27, 35.66)"
Suwannee  ,Florida,1980,"45.92 (41.55, 50.08)"
Taylor  ,Florida,1980,"45.19 (40.15, 50.21)"
Union  ,Florida,1980,"73.38 (64.09, 82.04)"
Volusia  ,Florida,1980,"34.18 (31.94, 36.09)"
Wakulla  ,Florida,1980,"43.53 (38.66, 48.33)"
Walton  ,Florida,1980,"32.51 (29.14, 35.85)"
Washington  ,Florida,1980,"39.06 (34.88, 43.43)"
Appling  ,Georgia,1980,"44.04 (39.42, 48.64)"
Atkinson  ,Georgia,1980,"56.19 (49.12, 63.27)"
Bacon  ,Georgia,1980,"39.95 (34.76, 45.42)"
Baker  ,Georgia,1980,"31.01 (25.58, 36.53)"
Baldwin  ,Georgia,1980,"37.50 (34.07, 41.08)"
Banks  ,Georgia,1980,"31.01 (27.10, 34.99)"
Barrow  ,Georgia,1980,"42.66 (39.03, 46.71)"
Bartow  ,Georgia,1980,"40.34 (36.69, 44.00)"
Ben Hill  ,Georgia,1980,"37.31 (33.14, 41.34)"
Berrien  ,Georgia,1980,"51.61 (46.31, 57.22)"
Bibb  ,Georgia,1980,"34.62 (31.70, 37.43)"
Bleckley  ,Georgia,1980,"36.79 (32.55, 41.19)"
Brantley  ,Georgia,1980,"56.68 (50.56, 63.59)"
Brooks  ,Georgia,1980,"36.05 (32.00, 40.26)"
Bryan  ,Georgia,1980,"52.12 (45.53, 58.82)"
Bulloch  ,Georgia,1980,"35.32 (31.84, 38.73)"
Burke  ,Georgia,1980,"29.65 (26.40, 33.26)"
Butts  ,Georgia,1980,"36.70 (32.49, 41.19)"
Calhoun  ,Georgia,1980,"30.42 (26.02, 35.21)"
Camden  ,Georgia,1980,"46.64 (40.76, 52.72)"
Candler  ,Georgia,1980,"31.42 (26.76, 35.95)"
Carroll  ,Georgia,1980,"37.52 (34.41, 40.66)"
Catoosa  ,Georgia,1980,"40.07 (36.20, 44.20)"
Charlton  ,Georgia,1980,"52.92 (46.60, 59.71)"
Chatham  ,Georgia,1980,"38.85 (36.14, 41.41)"
Chattahoochee  ,Georgia,1980,"34.10 (28.73, 40.10)"
Chattooga  ,Georgia,1980,"37.64 (33.04, 42.00)"
Cherokee  ,Georgia,1980,"45.16 (41.52, 48.86)"
Clarke  ,Georgia,1980,"29.75 (26.84, 32.58)"
Clay  ,Georgia,1980,"27.39 (22.81, 32.19)"
Clayton  ,Georgia,1980,"52.28 (48.80, 55.97)"
Clinch  ,Georgia,1980,"52.57 (46.20, 59.15)"
Cobb  ,Georgia,1980,"43.04 (40.13, 45.80)"
Coffee  ,Georgia,1980,"38.36 (34.37, 42.64)"
Colquitt  ,Georgia,1980,"36.68 (32.78, 40.41)"
Columbia  ,Georgia,1980,"40.88 (36.37, 44.93)"
Cook  ,Georgia,1980,"41.88 (37.16, 46.89)"
Coweta  ,Georgia,1980,"38.80 (35.19, 42.38)"
Crawford  ,Georgia,1980,"34.97 (30.74, 38.91)"
Crisp  ,Georgia,1980,"36.43 (32.44, 40.47)"
Dade  ,Georgia,1980,"36.28 (31.88, 40.85)"
Dawson  ,Georgia,1980,"42.19 (37.32, 47.37)"
DeKalb  ,Georgia,1980,"33.48 (31.35, 35.53)"
Decatur  ,Georgia,1980,"40.39 (36.26, 44.47)"
Dodge  ,Georgia,1980,"45.92 (40.78, 51.14)"
Dooly  ,Georgia,1980,"40.17 (35.37, 45.21)"
Dougherty  ,Georgia,1980,"37.13 (33.73, 40.45)"
Douglas  ,Georgia,1980,"42.62 (38.77, 46.65)"
Early  ,Georgia,1980,"29.30 (25.46, 33.18)"
Echols  ,Georgia,1980,"47.17 (39.47, 55.25)"
Effingham  ,Georgia,1980,"37.52 (32.93, 42.08)"
